NCBItaxID	SciNameFull	Taxonomy
11746	Jaagsiekte sheep retrovirus	d__Viruses|o__Ortervirales|f__Retroviridae|g__Betaretrovirus|s__Jaagsiekte sheep retrovirus
1198450	Jacquemontia mosaic Yucatan virus	d__Viruses|f__Geminiviridae|g__Begomovirus|s__Jacquemontia mosaic Yucatan virus
1332248	Karang Sari virus	d__Viruses|s__Kaumoebavirus
1859492	Kaumoebavirus	d__Viruses
95610	Klebsiella cf. planticola B43	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella cf. planticola B43
1439894	Klebsiella phage K64-1	d__Viruses|o__Caudovirales|f__Myoviridae|g__Alcyoneusvirus|s__Klebsiella virus K64-1
674082	Klebsiella phage KP32	d__Viruses|o__Caudovirales|f__Podoviridae|g__Przondovirus|s__Klebsiella virus KP32
1852657	Klebsiella phage KpV475	d__Viruses|o__Caudovirales|f__Podoviridae|g__Drulisvirus|s__Klebsiella virus KpV475
1194091	Klebsiella phage NTUH-K2044-K1-1	d__Viruses|o__Caudovirales|f__Podoviridae|g__Drulisvirus|s__Klebsiella virus K244
1147094	Klebsiella phage vB_KleM_RaK2	d__Viruses|o__Caudovirales|f__Myoviridae|g__Alcyoneusvirus|s__Klebsiella virus RaK2
1296122	Kwoniella mangroviensis CBS 8507	d__Eukaryota|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Kwoniella|s__Kwoniella mangrovensis
575593	Lachnospiraceae oral taxon 107 str. F0167	d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|s__Lachnospiraceae bacterium oral taxon 500
1399942	Lactobacillus phage phiLdb	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Cequinquevirus|s__Lactobacillus virus phiLdb
38766	Lagos bat lyssavirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Lyssavirus|s__Lagos bat lyssavirus
1685757	Lake Sarah-associated circular virus-3	d__Viruses|s__Lake Sarah-associated circular virus-3
1685766	Lake Sarah-associated circular virus-38	d__Viruses|s__Lake Sarah-associated circular virus-38
1983561	Lake Sinai Virus NE	d__Viruses|g__Sinaivirus|s__Lake Sinai Virus NE
1642929	Lambdina fiscellaria nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Lambdina fiscellaria nucleopolyhedrovirus
1566869	Laodelphax striatellus picorna-like virus 2	d__Viruses|o__Picornavirales|f__Iflaviridae|s__Laodelphax striatellus picorna-like virus 2
45224	Leek white stripe virus	d__Viruses|f__Tombusviridae|g__Betanecrovirus|s__Leek white stripe virus
1381104	Leopards Hill virus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Nairoviridae|g__Orthonairovirus|s__Leopards Hill virus
481315	Leporid alphaherpesvirus 4	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Leporid alphaherpesvirus 4
1922337	Leptolyngbya sp. 'hensonii'	d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Leptolyngbyaceae|g__Leptolyngbya|s__Leptolyngbya sp. 'hensonii'
1385935	Leptolyngbya sp. Heron Island J	d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Leptolyngbyaceae|g__Leptolyngbya|s__Leptolyngbya sp. Heron Island J
1925019	Leptonychotes weddellii polyomavirus 1	d__Viruses|f__Polyomaviridae|g__Betapolyomavirus|s__Leptonychotes weddellii polyomavirus 1
1660083	Leptospirillum sp. Group II 'CF-1'	d__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Leptospirillum|s__Leptospirillum sp. Group II 'CF-1'
1985698	Lettuce big-vein associated varicosavirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Varicosavirus|s__Lettuce big-vein associated varicosavirus
2200955	Lettuce chordovirus 1	d__Viruses|o__Tymovirales|f__Betaflexiviridae|s__Lettuce chordovirus 1
1161930	Leuconostoc phage Lmd1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Limdunavirus|s__Leuconostoc virus Lmd1
722755	Lilac leaf chlorosis virus	d__Viruses|f__Bromoviridae|g__Ilarvirus|s__Lilac leaf chlorosis virus
12173	Lily symptomless virus	d__Viruses|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Lily symptomless virus
2282644	Lolium perenne-associated virus	d__Viruses|s__Lolium perenne-associated virus
134394	Lonomia obliqua multiple nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Lonomia obliqua nucleopolyhedrovirus
2560562	Lonomia obliqua nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Lonomia obliqua nucleopolyhedrovirus
2560563	Lophuromys jeilongvirus 1	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Jeilongvirus|s__Lophuromys jeilongvirus 1
1134579	Lunk virus NKS-1	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Arenaviridae|g__Mammarenavirus|s__Lunk mammarenavirus
10449	Lymantria dispar multiple nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Lymantria dispar multiple nucleopolyhedrovirus
256729	Lymphocystis disease virus - isolate China	d__Viruses|f__Iridoviridae|g__Lymphocystivirus|s__Lymphocystis disease virus - isolate China
1846169	Macaca nemestrina herpesvirus 7	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus|s__Macacine betaherpesvirus 9
10325	Macacine alphaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Macacine alphaherpesvirus 1
47929	Macacine betaherpesvirus 3	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Macacine betaherpesvirus 3
2560568	Macacine betaherpesvirus 9	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus|s__Macacine betaherpesvirus 9
45455	Macacine gammaherpesvirus 4	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Lymphocryptovirus|s__Macacine gammaherpesvirus 4
137443	Macropodid alphaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Macropodid alphaherpesvirus 1
1904881	Macroptilium common mosaic virus	d__Viruses|f__Geminiviridae|g__Begomovirus|s__Macroptilium common mosaic virus
1159903	Magpie-robin coronavirus HKU18	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Deltacoronavirus|s__Magpie-robin coronavirus HKU18
38012	Malacosoma neustria nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Malacosoma neustria nucleopolyhedrovirus
78219	Mamestra brassicae multiple nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Mamestra brassicae multiple nucleopolyhedrovirus
1979162	Mammalian rubulavirus 5	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Rubulavirus|s__Mammalian rubulavirus 5
312284	marine actinobacterium PHSC20C1	d__Bacteria|p__Actinobacteria|c__Actinobacteria|s__marine actinobacterium PHSC20C1
247639	marine gamma proteobacterium HTCC2080	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|s__marine gamma proteobacterium HTCC2080
247633	marine gamma proteobacterium HTCC2143	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|s__marine gamma proteobacterium HTCC2143
247634	marine gamma proteobacterium HTCC2148	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|s__marine gamma proteobacterium HTCC2148
2315692	Marine RNA virus BC-2	d__Viruses|o__Picornavirales|f__Marnaviridae|g__Sogarnavirus|s__Britarnavirus 2
1307954	Maruca vitrata nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Maruca vitrata nucleopolyhedrovirus
1756191	Megabat bufavirus 1	d__Viruses|f__Parvoviridae|g__Protoparvovirus|s__Chiropteran protoparvovirus 1
83191	Melanoplus sanguinipes entomopoxvirus	d__Viruses|f__Poxviridae|s__Melanoplus sanguinipes entomopoxvirus
11987	Melon necrotic spot virus	d__Viruses|f__Tombusviridae|g__Gammacarmovirus|s__Melon necrotic spot virus
1919071	Menghai rhabdovirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|s__Menghai rhabdovirus
493803	Merkel cell polyomavirus	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Human polyomavirus 5
1483596	Methanosarcina sp. 2.H.T.1A.15	d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina sp. 2.H.T.1A.15
582744	Methylovorus glucosetrophus SIP3-4	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylovorus|s__Methylovorus glucosotrophus
2079583	Microbacterium phage Hamlet	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Ilzatvirus|s__Microbacterium virus Hamlet
2079584	Microbacterium phage Ilzat	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Ilzatvirus|s__Microbacterium virus Ilzat
446529	Microbacterium phage Min1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Minunavirus|s__Microbacterium virus Min1
2099444	Microbacterium phage Pikmin	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pikminvirus|s__Microbacterium virus Pikmin
2103230	Microbacterium sp. str. 'China'	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium sp. str. 'China'
338781	Micromonas pusilla reovirus	d__Viruses|f__Reoviridae|g__Mimoreovirus|s__Micromonas pusilla reovirus
53988	Microplitis demolitor bracovirus	d__Viruses|f__Polydnaviridae|g__Bracovirus|s__Microplitis demolitor bracovirus
2082949	Microvirga sp. 17 mud 1-3	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Microvirga|s__Microvirga sp. 17 mud 1-3
208434	Milkweed yellows phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Milkweed yellows phytoplasma
1196417	Milkweed yellows phytoplasma str. MW1	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Milkweed yellows phytoplasma
10794	Minute virus of mice	d__Viruses|f__Parvoviridae;|g__Protoparvovirus|s__Rodent protoparvovirus 1
2072024	Mocis latipes granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Mocis latipes granulovirus
1474807	Mojiang virus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Henipavirus|s__Mojiang henipavirus
10279	Molluscum contagiosum virus	d__Viruses|f__Poxviridae|g__Molluscipoxvirus|s__Molluscum contagiosum virus
10280	Molluscum contagiosum virus subtype 1	d__Viruses|f__Poxviridae|g__Molluscipoxvirus|s__Molluscum contagiosum virus
1481453	Mosavirus A2	d__Viruses|o__Picornavirales|f__Picornaviridae|g__Mosavirus|s__Mosavirus A
1911442	Mosquito dicistrovirus	d__Viruses|o__Picornavirales|f__Dicistroviridae|s__Centovirus
2083199	Mosso das Pedras virus	d__Viruses|f__Togaviridae|g__Alphavirus|s__Mosso das Pedras virus
2116559	Mount Mabu Lophuromys virus 1	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Jeilongvirus|s__Lophuromys jeilongvirus 1
11757	Mouse mammary tumor virus	d__Viruses|o__Ortervirales|f__Retroviridae|g__Betaretrovirus|s__Mouse mammary tumor virus
304399	Mule deerpox virus	d__Viruses|f__Poxviridae|g__Cervidpoxvirus|s__Mule deerpox virus
10366	Murid betaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Muromegalovirus|s__Murid betaherpesvirus 1
28304	Murid betaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Muromegalovirus|s__Murid betaherpesvirus 2
33708	Murid gammaherpesvirus 4	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Murid gammaherpesvirus 4
1324261	Mycobacterium [tuberculosis] TKK-01-0051	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium colombiense
1327762	Mycobacterium phage Astraea	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Bixzunavirus|s__Mycobacterium virus Bxz1
1647306	Mycobacterium phage Baee	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Acadianvirus|s__Mycobacterium virus Baee
1486424	Mycobacterium phage Bernal13	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Bernalvirus|s__Mycobacterium virus Bernal13
1698252	Mycobacterium phage BrownCNA	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Coopervirus|s__Mycobacterium virus BrownCNA
1034130	Mycobacterium phage ChrisnMich	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Coopervirus|s__Mycobacterium virus Chrisnmich
1305710	Mycobacterium phage FF47	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Mapvirus|s__Mycobacterium virus Ff47
1429905	Mycobacterium phage JAMaL	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Coopervirus|s__Mycobacterium virus JAMaL
543152	Mycobacterium phage Nigel	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Coopervirus|s__Mycobacterium virus Nigel
543153	Mycobacterium phage Predator	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Barnyardvirus|s__Mycobacterium virus Predator
205874	Mycobacterium phage Rosebush	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Rosebushvirus|s__Mycobacterium virus Rosebush
546807	Mycobacterium phage ScottMcG	d__Viruses|o__Caudovirales|f__Myoviridae|g__Bixzunavirus|s__Mycobacterium virus Bxz1
1089137	Mycobacterium phage Stinger	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Coopervirus|s__Mycobacterium virus Stinger
1034118	Mycobacterium phage Switzer	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Fromanvirus|s__Mycobacterium virus Switzer
1032895	Mycobacterium phage Timshel	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Fromanvirus|s__Mycobacterium virus Timshel
1071503	Mycobacterium phage Trixie	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Fromanvirus|s__Mycobacterium virus Trixie
1305710	Mycobacterium phage vB_MapS_FF47	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Mapvirus|s__Mycobacterium virus Ff47
1647301	Mycobacterium phage Vincenzo	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Coopervirus|s__Mycobacterium virus Vincenzo
373415	Mycobacterium phage Wildcat	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Wildcatvirus|s__Mycobacterium virus Wildcat
1034151	Mycobacterium phage Zemanar	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Coopervirus|s__Mycobacterium virus Zemanar
1638774	Mycobacterium sp. UM_3	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium sp. UM_3
1866905	Mycolicibacterium sp. (ex Dasyatis americana)	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolivibacterium|s__Mycolicibacterium sp.
1749074	Mycoplasma sp. (ex Biomphalaria glabrata)	d__Viruses|o__Caudovirales|f__Myoviridae|g__Bixzunavirus|s__Mycobacterium virus Bxz1
2501927	Myotis ricketti alphacoronavirus Sax-2011	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Alphacoronavirus|s__Myotis ricketti alphacoronavirus Sax-2011
1179664	Mythimna separata entomopoxvirus	d__Viruses|f__Poxviridae|g__Betaentomopoxvirus|s__Mythimna separata entomopoxvirus
1293572	Mythimna separata entomopoxvirus 'L'	d__Viruses|f__Poxviridae|g__Betaentomopoxvirus|s__Mythimna separata entomopoxvirus
2169746	Mythimna unipuncta granulovirus B	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Mythimna unipuncta granulovirus B
447897	Mythimna unipuncta nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Mythimna unipuncta nucleopolyhedrovirus
49964	Myxococcus phage Mx8	d__Viruses|o__Caudovirales|f__Podoviridae|g__Myxoctovirus|s__Myxococcus virus Mx8
1980526	Nairobi sheep disease orthonairovirus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Nairoviridae|g__Orthonairovirus|s__Nairobi sheep disease orthonairovirus
194540	Nairobi sheep disease virus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Nairoviridae|g__Orthonairovirus|s__Nairobi sheep disease orthonairovirus
325676	Nam Dinh virus	d__Viruses|o__Nidovirales|f__Mesoniviridae|g__Alphamesonivirus|s__Alphamesonivirus 1
249151	Neodiprion lecontei nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Gammabaculovirus|s__Neodiprion lecontei nucleopolyhedrovirus
1345661	Nilaparvata lugens honeydew virus-2	d__Viruses|o__Picornavirales|f__Iflaviridae|s__Nilaparvata lugens honeydew virus-2
33724	Nilaparvata lugens reovirus	d__Viruses|f__Reoviridae|g__Fijivirus|s__Nilaparvata lugens reovirus
1285600	Nile crocodilepox virus	d__Viruses|f__Poxviridae|g__Crocodylidpoxvirus|s__Nile crocodilepox virus
96242	Nitrospira cf. moscoviensis SBR1015	d__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Nitrospira cf. moscoviensis SBR1015
2340916	Nocardia sp. YIM PH 21724	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Nocardia|s__Nocardia panacis
2201891	Nocardioides sp. CCTCC AB 2018079	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides silvaticus
1562065	Norway rat pegivirus	d__Viruses|f__Flaviviridae|g__Pegivirus|s__Norway rat pegivirus
489910	Nosocomiicoccus ampullae	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Nosocomiicoccus|s__Nosocomiicoccus ampullae
1618022	Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'
1206980	Nostoc sp. 'Peltigera malacea cyanobiont' DB3992	d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc sp. 'Peltigera malacea cyanobiont' DB3992
2014529	Nostoc sp. 'Peltigera membranacea cyanobiont' 210A	d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc sp. 'Peltigera membranacea cyanobiont' 210A
2014530	Nostoc sp. 'Peltigera membranacea cyanobiont' 213	d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc sp. 'Peltigera membranacea cyanobiont' 213
2014531	Nostoc sp. 'Peltigera membranacea cyanobiont' 232	d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc sp. 'Peltigera membranacea cyanobiont' 232
1261031	Nostoc sp. 'Peltigera membranacea cyanobiont' N6	d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc|s__Nostoc sp. 'Peltigera membranacea cyanobiont' N6
1940762	Nostocales cyanobacterium HT-58-2	d__Bacteria|p__Cyanobacteria|o__Nostocales|s__Nostocales cyanobacterium HT-58-2
318852	Oak-Vale virus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sripuvirus|s__Almpiwar sripuvirus
157837	Oat mosaic virus	d__Viruses|f__Potyviridae|g__Bymovirus|s__Oat mosaic virus
227137	Okra yellow vein mosaic virus	d__Viruses|f__Geminiviridae|g__Begomovirus|s__Okra yellow vein mosaic virus
260710	Olavius algarvensis spirochete endosymbiont	d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|s__Olavius algarvensis spirochete endosymbiont
1917232	Only Syngen Nebraska virus 5	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Only Syngen Nebraska virus 5
1046267	Operophtera brumata nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Operophtera brumata nucleopolyhedrovirus
2200716	Opuntia tobamovirus 2	d__Viruses|f__Virgaviridae|g__Tobamovirus|s__Opuntia virus 2
1972624	Ord River hapavirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Hapavirus|s__Ord River hapavirus
1620895	Ord River virus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Hapavirus|s__Ord River hapavirus
262177	Orgyia pseudotsugata multiple nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Orgyia pseudotsugata multiple nucleopolyhedrovirus
92521	Oryctes rhinoceros nudivirus	d__Viruses|f__Nudiviridae|g__Alphanudivirus|s__Oryctes rhinoceros nudivirus
864702	Oscillatoriales cyanobacterium JSC-12	d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|s__Oscillatoriales cyanobacterium JSC-12
1751289	Oscillatoriales cyanobacterium MTP1	d__Bacteria|p__Cyanobacteria|o__Oscillatoriales|s__Oscillatoriales cyanobacterium MTP1
261939	Ostreid herpesvirus 1	d__Viruses|o__Herpesvirales|f__Malacoherpesviridae|g__Ostreavirus|s__Ostreid herpesvirus 1
1891732	Otomops martiensseni polyomavirus 2	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Otomops martiensseni polyomavirus 2
2035998	Otomops polyomavirus KY156	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Otomops martiensseni polyomavirus 2
10398	Ovine gammaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Ovine gammaherpesvirus 2
1538454	Pacui virus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Pacuvirus|s__Pacui pacuvirus
867076	Paenibacillus sp. IHB B 3084	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. IHB B 3084
867080	Paenibacillus sp. IHB B 3415	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. IHB B 3415
1891736	Pan troglodytes polyomavirus 4	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Pan troglodytes polyomavirus 4
2003507	Panine alphaherpesvirus 3	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Panine alphaherpesvirus 3
188763	Panine betaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Panine betaherpesvirus 2
340907	Papiine alphaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Papiine alphaherpesvirus 2
106332	Papiine gammaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Lymphocryptovirus|s__Papiine gammaherpesvirus 1
1891740	Papio cynocephalus polyomavirus 1	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Papio cynocephalus polyomavirus 1
1667587	Papio ursinus cytomegalovirus	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Papio cynocephalus polyomavirus 1
1647282	Paracoccus phage Shpa	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Vhulanivirus|s__Paracoccus virus Shpa
10506	Paramecium bursaria Chlorella virus 1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus 1
381899	Paramecium bursaria Chlorella virus A1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus A1
380598	Paramecium bursaria Chlorella virus AR158	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus AR158
42683	Paramecium bursaria Chlorella virus CVA-1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus CVA-1
399781	Paramecium bursaria Chlorella virus FR483	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus FR483
46021	Paramecium bursaria Chlorella virus NY2A	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus NY2A
83442	Paramecium bursaria Chlorella virus NYs1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus NYs1
129728	Parapoxvirus of red deer in New Zealand	d__Viruses|f__Poxviridae|g__Parapoxvirus|s__Parapoxvirus of red deer in New Zealand
1579460	Parapoxvirus red deer/HL953	d__Viruses|f__Poxviridae|g__Parapoxvirus|s__Parapoxvirus of red deer in New Zealand
1548720	Passeriform 1 orthobornavirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Bornaviridae|g__Orthobornavirus|s__Passeriform 1 orthobornavirus
379892	Passiflora latent virus	d__Viruses|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Passiflora latent virus
31732	Passion fruit woodiness virus	d__Viruses|f__Potyviridae|g__Potyvirus|s__Passion fruit woodiness virus
12294	Pea early-browning virus	d__Viruses|f__Virgaviridae|g__Tobravirus|s__Pea early-browning virus
35772	Peanut witches'-broom phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Peanut witches'-broom phytoplasma
1163385	Peanut witches'-broom phytoplasma NTU2011	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Peanut witches'-broom phytoplasma
1429794	Pectobacterium bacteriophage PM2	d__Viruses|o__Caudovirales|f__Myoviridae|s__Pectobacterium bacteriophage PM2
1204539	Pectobacterium phage My1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Myunavirus|s__Pectobacterium virus My1
1873959	Pectobacterium phage PP90	d__Viruses|o__Caudovirales|f__Podoviridae|g__Phimunavirus|s__Pectobacterium virus PP90
1235479	Pelosinus sp. HCF1	d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Pelosinus|s__Pelosinus sp. HCF1
1529056	Penaeus monodon nudivirus	d__Viruses|f__Nudiviridae|s__Penaeus monodon nudivirus
2560642	Perigonia lusca nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Perigonia lusca nucleopolyhedrovirus
