#Classification	SRR061192.report.rspm.kraken	SRR061294.report.rspm.kraken	SRR061320.report.rspm.kraken	SRR061365.report.rspm.kraken	SRR061562.report.rspm.kraken	SRR062083.report.rspm.kraken	SRR062298.report.rspm.kraken	SRR062299.report.rspm.kraken	SRR063517.report.rspm.kraken	SRR1804664.report.rspm.kraken	SRR1804823.report.rspm.kraken	SRR512767.report.rspm.kraken	SRR513165.report.rspm.kraken	SRR513768.report.rspm.kraken	SRR513775.report.rspm.kraken	SRR513828.report.rspm.kraken	SRR514202.report.rspm.kraken	SRR514239.report.rspm.kraken	SRR514306.report.rspm.kraken	SRR514329.report.rspm.kraken
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Aquifex|s__Aquifex_aeolicus	1	0	0	0	5	4	1	0	1	0	1	0	0	1	2	0	0	5	1	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae	3	6	2	2	5	0	17	3	7	11	3	1	4	4	6	4	0	13	6	2
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Hydrogenothermus	1	0	0	0	2	0	6	2	3	0	1	0	0	0	0	2	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Hydrogenothermus|s__Hydrogenothermus_marinus	1	0	0	0	2	0	6	2	3	0	1	0	0	0	0	2	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella	1	3	2	2	2	0	2	1	4	4	2	0	1	4	2	0	0	4	1	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_hydrogeniphila	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_sp._KM09-Lau-8	0	1	2	0	0	0	0	0	0	4	0	0	0	4	1	0	0	3	1	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_sp._IF05-L8	0	2	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_marina	1	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium	1	2	0	0	1	0	5	0	0	7	0	1	3	0	4	2	0	9	5	2
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Sulfurihydrogenibium_yellowstonense	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	8	0	2
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Sulfurihydrogenibium_sp._YO3AOP1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Sulfurihydrogenibium_azorense	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Sulfurihydrogenibium_subterraneum	1	2	0	0	0	0	1	0	0	6	0	0	2	0	0	1	0	1	5	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales	11	1	6	3	17	3	5	0	0	3	4	4	1	1	0	0	0	2	3	1
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae	11	1	6	3	17	3	5	0	0	3	4	4	1	1	0	0	0	2	3	1
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Phorcysia	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Phorcysia|s__Phorcysia_thermohydrogeniphila	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Thermovibrio	0	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	3	1
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Thermovibrio|s__Thermovibrio_guaymasensis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Thermovibrio|s__Thermovibrio_ammonificans	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Desulfurobacterium	1	1	6	0	13	2	1	0	0	2	3	0	1	0	0	0	0	2	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Desulfurobacterium|s__Desulfurobacterium_indicum	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Desulfurobacterium|s__Desulfurobacterium_atlanticum	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Desulfurobacterium|s__Desulfurobacterium_sp._TC5-1	0	1	6	0	12	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Desulfurobacterium|s__Desulfurobacterium_thermolithotrophum	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Balnearium	10	0	0	1	2	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Balnearium|s__Balnearium_lithotrophicum	10	0	0	1	2	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermodesulfobacteria	29	18	22	4	37	7	11	2	9	55	9	44	6	7	10	20	1	12	10	9
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria	29	18	22	4	37	7	11	2	9	55	9	44	6	7	10	20	1	12	10	9
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales	29	18	22	4	37	7	11	2	9	55	9	44	6	7	10	20	1	12	10	9
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae	29	18	22	4	37	7	11	2	9	55	9	44	6	7	10	20	1	12	10	9
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermosulfurimonas	0	0	1	0	0	1	0	0	0	0	1	0	0	1	2	2	0	0	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermosulfurimonas|s__Thermosulfurimonas_dismutans	0	0	1	0	0	1	0	0	0	0	1	0	0	1	2	2	0	0	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfatator	1	2	2	0	0	1	1	0	0	3	0	0	0	0	2	9	0	2	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfatator|s__Thermodesulfatator_indicus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfatator|s__Thermodesulfatator_atlanticus	1	1	2	0	0	1	1	0	0	3	0	0	0	0	2	9	0	2	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Caldimicrobium	3	0	1	3	6	2	2	0	2	4	6	2	0	3	0	0	1	0	4	5
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Caldimicrobium|s__Caldimicrobium_thiodismutans	3	0	1	3	6	2	2	0	2	4	6	2	0	3	0	0	1	0	4	5
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium	25	14	18	1	30	3	8	2	7	47	2	42	6	3	6	2	0	10	6	4
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium_hveragerdense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium_commune	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium_thermophilum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium_hydrogeniphilum	1	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	3	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium_geofontis	2	2	7	1	11	0	3	1	5	0	0	23	0	0	1	0	0	4	1	1
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium_sp._TA1	22	12	11	0	13	3	4	1	0	47	1	19	4	3	4	1	0	2	5	0
k__Bacteria|p__Thermotogae	46	36	65	11	49	26	66	30	17	47	13	42	22	9	23	44	27	54	21	26
k__Bacteria|p__Thermotogae|c__Thermotogae	46	36	64	11	49	26	66	30	15	46	13	42	22	8	23	44	27	54	21	26
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Mesoaciditogales	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Mesoaciditogales|f__Mesoaciditogaceae	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Mesoaciditogales|f__Mesoaciditogaceae|g__Mesoaciditoga	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Mesoaciditogales|f__Mesoaciditogaceae|g__Mesoaciditoga|s__Mesoaciditoga_lauensis	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales	0	0	12	1	4	1	23	3	2	10	1	4	4	2	2	19	1	6	0	3
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae	0	0	12	1	4	1	23	3	2	10	1	4	4	2	2	19	1	6	0	3
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga	0	0	1	0	0	0	0	2	0	0	0	0	2	1	0	1	0	0	0	2
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_sp._DU53	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_arenicorallina	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga	0	0	11	1	4	1	23	1	2	9	0	3	2	1	2	17	1	6	0	1
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_sp._H07.pep.5.3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_sp._TolDC	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_prima	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_sp._B105.6.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_sp._BH458_6_3_2_1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_sp._HF07.pep.5.2.highcov	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales	16	19	34	8	24	9	26	22	6	26	10	26	10	5	4	10	24	25	6	7
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae	5	12	21	4	20	7	8	13	4	4	5	12	3	3	0	4	1	21	2	7
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium	2	9	0	2	9	2	1	6	3	0	1	4	1	0	0	3	0	6	0	6
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_islandicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_gondwanense	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_nodosum	0	0	0	0	5	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_thailandense	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_pennivorans	2	0	0	1	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho	3	3	21	2	11	4	7	7	1	4	4	8	2	3	0	1	1	15	2	1
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_sp._1223	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_globiformans	0	0	0	0	0	1	3	2	0	0	0	0	0	1	0	0	0	0	2	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_sp._1074	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_africanus	1	0	9	2	0	1	0	0	1	1	1	0	1	1	0	0	0	3	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_melanesiensis	1	1	8	0	0	1	0	3	0	1	0	0	1	0	0	0	0	2	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_atlanticus	1	1	0	0	9	0	0	1	0	1	2	0	0	1	0	1	0	3	0	1
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae	11	7	13	4	4	2	18	9	2	22	4	14	7	2	4	6	23	4	4	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga	1	1	1	0	0	0	14	1	0	0	2	14	1	0	3	0	2	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_lettingae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_thermarum	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_hypogea	1	0	0	0	0	0	0	1	0	0	2	14	0	0	2	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Oceanotoga	4	2	0	1	2	0	1	3	0	8	1	0	6	0	1	2	0	4	4	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Oceanotoga|s__Oceanotoga_teriensis	4	2	0	1	2	0	1	3	0	8	1	0	6	0	1	2	0	4	4	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga	6	4	12	3	2	2	3	5	2	13	1	0	0	2	0	4	21	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_maritima	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_profunda	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_naphthophila	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_petrophila	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._KOL6	0	1	1	2	0	1	2	0	1	12	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._SG1	1	0	0	1	1	0	0	2	0	0	1	0	0	1	0	0	21	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales	30	17	15	2	21	15	16	5	7	10	2	11	7	1	17	15	2	19	15	16
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae	30	17	15	2	21	15	16	5	7	10	2	11	7	1	17	15	2	19	15	16
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Defluviitoga	0	0	0	0	1	2	0	1	0	0	0	0	2	0	0	0	0	1	0	2
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Defluviitoga|s__Defluviitoga_tunisiensis	0	0	0	0	1	2	0	1	0	0	0	0	2	0	0	0	0	1	0	2
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Geotoga	0	2	0	0	2	5	0	0	2	2	0	1	0	0	4	2	0	2	7	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Geotoga|s__Geotoga_petraea	0	2	0	0	2	5	0	0	2	2	0	1	0	0	4	2	0	2	7	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga	12	14	2	1	5	4	10	1	3	4	2	10	1	0	7	4	0	7	3	12
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_piezophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_hydrogenitolerans	0	0	0	0	0	0	5	0	1	0	0	0	0	0	2	1	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_sp._1197	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_sp._1155	0	0	0	0	2	3	1	0	0	0	0	7	0	0	1	0	0	0	0	2
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_lauensis	2	14	2	1	3	0	1	0	2	3	2	3	0	0	3	2	0	4	2	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga	18	1	13	1	13	4	6	3	2	4	0	0	4	1	6	9	2	9	5	2
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga|s__Petrotoga_miotherma	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga|s__Petrotoga_halophila	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga|s__Petrotoga_sp._SL27	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga|s__Petrotoga_mexicana	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga|s__Petrotoga_sp._9PWA.NaAc.5.4	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga|s__Petrotoga_sp._9PW.55.5.1	13	0	2	0	4	3	2	1	0	0	0	0	1	0	0	0	0	1	0	1
k__Bacteria|p__Deferribacteres	66	4	14	5	13	8	17	5	2	5	20	6	7	78	2	5	2	8	78	15
k__Bacteria|p__Deferribacteres|c__Deferribacteres	66	4	14	5	13	8	17	5	2	5	20	6	7	78	2	5	2	8	78	15
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales	66	4	14	5	13	8	17	5	2	5	20	6	7	78	2	5	2	8	78	15
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae	66	4	14	5	13	8	17	5	2	5	20	6	7	78	2	5	2	8	78	15
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Flexistipes	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	1	0	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Flexistipes|s__Flexistipes_sinusarabici	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	1	0	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Denitrovibrio	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Denitrovibrio|s__Denitrovibrio_acetiphilus	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Mucispirillum	0	0	1	0	7	0	1	0	0	0	0	0	4	6	0	2	0	1	36	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Mucispirillum|s__Mucispirillum_schaedleri	0	0	1	0	7	0	1	0	0	0	0	0	4	6	0	2	0	1	36	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Calditerrivibrio	0	0	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Calditerrivibrio|s__Calditerrivibrio_nitroreducens	0	0	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Seleniivibrio	1	0	1	1	2	0	1	0	0	1	0	5	0	0	1	1	0	0	3	14
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Seleniivibrio|s__Seleniivibrio_woodruffii	1	0	1	1	2	0	1	0	0	1	0	5	0	0	1	1	0	0	3	14
