#Classification	SRR061192.report.rs.kraken	SRR061294.report.rs.kraken	SRR061320.report.rs.kraken	SRR061365.report.rs.kraken	SRR061562.report.rs.kraken	SRR062083.report.rs.kraken	SRR062298.report.rs.kraken	SRR062299.report.rs.kraken	SRR063517.report.rs.kraken	SRR1804664.report.rs.kraken	SRR1804823.report.rs.kraken	SRR512767.report.rs.kraken	SRR513165.report.rs.kraken	SRR513768.report.rs.kraken	SRR513775.report.rs.kraken	SRR513828.report.rs.kraken	SRR514202.report.rs.kraken	SRR514239.report.rs.kraken	SRR514306.report.rs.kraken	SRR514329.report.rs.kraken
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Caldimicrobium|s__Caldimicrobium_thiodismutans	3	0	1	4	6	2	2	0	2	4	6	2	1	3	0	2	1	0	4	5
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium	27	14	18	8	37	15	8	2	12	50	1	45	6	4	5	13	0	17	6	8
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium_commune	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium_thermophilum	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium_hveragerdense	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium_geofontis	1	2	7	1	16	10	3	1	5	0	0	26	0	0	1	0	0	7	1	5
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium_hydrogeniphilum	2	0	0	2	0	1	1	0	2	0	0	0	1	0	0	0	0	3	0	0
k__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae|g__Thermodesulfobacterium|s__Thermodesulfobacterium_sp._TA1	23	12	11	5	15	4	4	1	5	47	1	19	4	3	4	11	0	6	5	0
k__Bacteria|p__Nitrospinae	1	0	4	3	2	1	3	3	1	7	0	2	2	2	0	5	1	1	20	4
k__Bacteria|p__Nitrospinae|c__Nitrospinia	1	0	4	3	2	1	3	3	1	7	0	2	2	2	0	5	1	1	20	4
k__Bacteria|p__Nitrospinae|c__Nitrospinia|o__Nitrospinales	1	0	4	3	2	1	3	3	1	7	0	2	2	2	0	5	1	1	20	4
k__Bacteria|p__Nitrospinae|c__Nitrospinia|o__Nitrospinales|f__Nitrospinaceae	1	0	4	3	2	1	3	3	1	7	0	2	2	2	0	5	1	1	20	4
k__Bacteria|p__Nitrospinae|c__Nitrospinia|o__Nitrospinales|f__Nitrospinaceae|g__Nitrospina	1	0	4	3	2	1	3	3	1	7	0	2	2	2	0	5	1	1	20	4
k__Bacteria|p__Nitrospinae|c__Nitrospinia|o__Nitrospinales|f__Nitrospinaceae|g__Nitrospina|s__Nitrospina_gracilis	1	0	4	3	2	1	3	3	1	7	0	2	2	2	0	5	1	1	20	4
k__Bacteria|p__Candidatus_Tectomicrobia	50	20	6	36	2	6	4	1	27	182	15	19	32	110	24	2	3	11	36	6
k__Bacteria|p__Candidatus_Tectomicrobia|g__Candidatus_Entotheonella	50	20	6	36	2	6	4	1	27	182	15	19	32	110	24	2	3	11	36	6
k__Bacteria|p__Candidatus_Tectomicrobia|g__Candidatus_Entotheonella|s__Candidatus_Entotheonella_palauensis	50	20	6	36	2	6	4	1	27	182	15	19	32	110	24	2	3	11	36	6
k__Bacteria|p__Aquificae	79	19	60	15	87	40	69	13	31	158	34	40	38	103	47	52	8	73	85	18
k__Bacteria|p__Aquificae|c__Aquificae	79	19	60	15	87	40	69	13	31	158	34	40	38	103	47	52	8	73	85	18
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales	10	4	8	4	24	10	7	1	1	4	4	10	3	1	3	2	0	3	3	3
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae	10	4	8	4	24	10	7	1	1	4	4	10	3	1	3	2	0	3	3	3
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Phorcysia	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Phorcysia|s__Phorcysia_thermohydrogeniphila	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Thermovibrio	0	0	0	1	8	0	0	0	0	1	0	0	0	0	2	0	0	0	3	1
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Thermovibrio|s__Thermovibrio_guaymasensis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Thermovibrio|s__Thermovibrio_ammonificans	0	0	0	1	7	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Desulfurobacterium	1	3	8	1	14	2	4	0	1	2	3	2	3	0	1	2	0	3	0	1
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Desulfurobacterium|s__Desulfurobacterium_indicum	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Desulfurobacterium|s__Desulfurobacterium_sp._TC5-1	0	1	8	1	12	0	0	0	0	0	1	0	0	0	0	2	0	2	0	1
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Desulfurobacterium|s__Desulfurobacterium_atlanticum	0	2	0	0	1	1	4	0	1	1	1	1	3	0	1	0	0	1	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Desulfurobacterium|s__Desulfurobacterium_thermolithotrophum	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Balnearium	9	1	0	1	2	7	2	1	0	1	1	7	0	1	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Desulfurobacteriales|f__Desulfurobacteriaceae|g__Balnearium|s__Balnearium_lithotrophicum	9	1	0	1	2	7	2	1	0	1	1	7	0	1	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales	69	15	52	11	63	30	62	12	30	154	30	30	35	102	44	50	8	70	82	15
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|g__Thermosulfidibacter	1	0	0	1	11	1	1	0	0	0	0	0	0	1	0	0	0	3	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|g__Thermosulfidibacter|s__Thermosulfidibacter_takaii	1	0	0	1	11	1	1	0	0	0	0	0	0	1	0	0	0	3	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae	6	6	27	3	11	4	19	5	25	108	5	13	17	6	28	13	6	17	18	4
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Hydrogenothermus	1	0	0	0	2	4	7	4	3	0	1	3	6	0	1	3	0	4	0	2
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Hydrogenothermus|s__Hydrogenothermus_marinus	1	0	0	0	2	4	7	4	3	0	1	3	6	0	1	3	0	4	0	2
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella	2	3	2	3	2	0	3	1	22	101	4	9	4	5	23	0	6	5	12	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_hydrogeniphila	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_sp._IF05-L8	0	2	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_marina	1	0	1	2	0	0	0	1	22	96	1	8	0	1	21	0	6	1	6	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_sp._KM09-Lau-8	1	1	1	0	0	0	0	0	0	5	0	0	0	4	1	0	0	3	6	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium	3	2	25	0	7	0	5	0	0	7	0	1	7	1	4	10	0	8	6	2
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Sulfurihydrogenibium_sp._YO3AOP1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	1	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Sulfurihydrogenibium_azorense	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Sulfurihydrogenibium_yellowstonense	0	0	12	0	6	0	1	0	0	0	0	0	1	1	2	0	0	7	0	2
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Sulfurihydrogenibium_subterraneum	1	2	7	0	0	0	1	0	0	6	0	0	2	0	0	1	0	1	5	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae	62	9	25	7	41	25	41	7	5	46	25	17	18	95	16	37	2	50	64	11
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobacter	1	0	2	1	3	4	5	0	3	6	1	2	6	1	2	0	0	4	0	2
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobacter|s__Hydrogenobacter_thermophilus	0	0	1	0	3	0	0	0	0	3	1	0	2	0	0	0	0	1	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobacter|s__Hydrogenobacter_hydrogenophilus	1	0	1	1	0	4	5	0	3	3	0	2	4	1	2	0	0	3	0	2
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobaculum	2	8	0	2	3	4	4	5	0	3	2	1	0	2	1	0	0	20	10	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobaculum|s__Hydrogenobaculum_sp._HO	0	0	0	2	1	0	0	0	0	3	1	1	0	0	1	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobaculum|s__Hydrogenobaculum_sp._Y04AAS1	1	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenivirga	2	0	5	2	4	5	9	0	1	10	0	11	6	0	9	18	0	7	2	5
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenivirga|s__Hydrogenivirga_caldilitoris	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenivirga|s__Hydrogenivirga_sp._128-5-R1-1	2	0	5	1	4	5	7	0	1	10	0	11	6	0	9	18	0	7	2	5
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Thermocrinis	3	1	7	2	28	11	16	2	0	23	0	3	6	89	2	19	2	13	50	4
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Thermocrinis|s__Thermocrinis_sp._GBS	0	1	0	0	14	0	4	0	0	0	0	0	5	85	0	18	0	2	24	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Thermocrinis|s__Thermocrinis_ruber	1	0	2	0	3	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Thermocrinis|s__Thermocrinis_albus	1	0	0	0	0	0	9	2	0	0	0	0	1	0	2	0	0	3	0	1
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Thermocrinis|s__Thermocrinis_minervae	1	0	5	1	11	10	1	0	0	23	0	3	0	3	0	1	2	8	26	3
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Aquifex	3	0	0	0	2	1	1	0	0	3	1	0	0	3	2	0	0	6	1	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Aquifex|s__Aquifex_aeolicus	3	0	0	0	2	1	1	0	0	3	1	0	0	3	2	0	0	6	1	0
k__Bacteria|p__Thermotogae	94	74	115	18	158	65	108	66	25	70	16	278	72	102	56	109	28	133	66	50
k__Bacteria|p__Thermotogae|c__Thermotogae	94	74	115	18	158	65	108	66	25	70	16	278	72	102	56	109	28	133	66	50
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Mesoaciditogales	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Mesoaciditogales|f__Mesoaciditogaceae	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Mesoaciditogales|f__Mesoaciditogaceae|g__Mesoaciditoga	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Mesoaciditogales|f__Mesoaciditogaceae|g__Mesoaciditoga|s__Mesoaciditoga_lauensis	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales	16	11	14	4	70	17	26	19	8	16	2	233	16	5	16	47	1	45	7	5
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae	16	11	14	4	70	17	26	19	8	16	2	233	16	5	16	47	1	45	7	5
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga	0	0	1	0	10	1	1	2	5	0	0	0	2	1	2	1	0	1	0	4
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_sp._DU53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_pacifica	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_arenicorallina	0	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga	16	11	13	4	60	16	25	17	3	15	1	232	14	4	14	45	1	44	7	1
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_sp._H07.pep.5.3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_sp._TolDC	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_prima	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_sp._B105.6.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_sp._BH458_6_3_2_1	0	0	0	0	14	10	2	0	0	1	0	0	0	1	0	1	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_sp._HF07.pep.5.2.highcov	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Mesotoga|s__Mesotoga_sp._Brook.08.105.5.1	14	11	2	0	42	5	0	16	0	6	0	229	12	2	11	27	0	38	7	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales	27	39	59	14	42	10	40	39	6	26	8	12	24	93	12	21	24	52	21	11
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae	11	18	33	8	32	7	16	21	4	5	5	11	10	3	1	17	1	30	3	10
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium	4	14	4	3	11	3	8	13	1	0	1	3	5	0	0	1	0	14	0	8
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_islandicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_nodosum	0	0	0	0	5	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_gondwanense	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_thailandense	0	0	1	1	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_pennivorans	2	0	0	1	3	2	0	0	0	0	0	3	0	0	0	1	0	1	0	1
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho	7	4	29	5	21	3	8	8	3	5	4	8	5	3	1	16	1	16	3	2
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_sp._1223	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_sp._1074	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_globiformans	0	0	0	1	0	1	3	2	0	0	0	0	0	1	0	0	0	0	2	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_melanesiensis	1	1	8	0	0	1	0	3	1	1	0	0	1	0	0	0	0	2	1	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_africanus	2	0	9	3	1	0	0	0	2	2	1	1	3	1	0	0	0	3	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_atlanticus	2	1	0	1	18	0	0	1	0	1	3	0	1	1	0	1	0	3	0	1
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae	16	21	26	6	10	3	24	18	2	21	2	1	14	90	11	4	23	22	18	1
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga	0	11	0	2	3	1	14	9	0	1	1	0	5	88	2	1	2	16	13	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_thermarum	0	0	0	0	0	0	8	2	0	0	0	0	1	0	0	0	0	2	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_hypogea	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_lettingae	0	0	0	0	2	0	1	6	0	1	0	0	4	0	1	1	0	2	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga	7	5	26	3	5	2	6	6	2	10	0	1	2	2	8	1	21	2	1	1
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_neapolitana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_maritima	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_naphthophila	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_caldifontis	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._RQ7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_petrophila	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_profunda	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._KOL6	0	1	1	2	0	1	2	0	1	9	0	0	0	0	1	0	0	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._SG1	2	0	14	0	1	0	0	2	0	0	0	0	0	1	0	0	21	0	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Oceanotoga	9	5	0	1	2	0	4	3	0	9	1	0	7	0	1	2	0	4	4	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Oceanotoga|s__Oceanotoga_teriensis	9	5	0	1	2	0	4	3	0	9	1	0	7	0	1	2	0	4	4	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales	51	24	39	0	46	38	41	8	11	28	6	32	31	4	28	41	3	32	38	34
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae	51	24	39	0	46	38	41	8	11	28	6	32	31	4	28	41	3	32	38	34
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Defluviitoga	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	1	0	2
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Defluviitoga|s__Defluviitoga_tunisiensis	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	1	0	2
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Geotoga	0	2	0	0	2	5	1	0	2	2	0	1	1	0	3	2	0	2	10	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Geotoga|s__Geotoga_petraea	0	2	0	0	2	5	1	0	2	2	0	1	1	0	3	2	0	2	10	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga	22	18	10	0	12	12	17	4	3	6	3	13	8	0	14	5	0	14	9	20
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_piezophila	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_sp._1197	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_sp._1155	0	0	0	0	2	3	1	0	0	0	0	7	0	0	4	0	0	0	0	2
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_lauensis	2	17	3	0	5	0	9	1	2	3	2	3	0	0	5	3	0	7	2	2
k__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_hydrogenitolerans	5	0	7	0	2	2	3	0	1	0	1	0	4	0	2	1	0	0	1	6
