Proteins	log fold change (HunterGatherer - JAE)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (HunterGatherer)	structural.zero (JAE)	star_up	star_down	L2	L3
Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	-0.290558293618341	0.0990056743173989	-0.683756994721498	0.102640407484816	0.003	0.00611470588235294	TRUE	0	0	""	**	Amino Acids and Derivatives	Phenylalanine and Tyrosine Branches from Chorismate
Phosphate acetyltransferase (EC 2.3.1.8)	-0.0257721397309414	0.0441688432194662	-0.201187659122753	0.14964337966087	0.31	0.359247491638796	FALSE	0	0	""	""	Amino Acids and Derivatives	Threonine anaerobic catabolism gene cluster
Threonine dehydrogenase and related Zn-dependent dehydrogenases	-0.0913712089058833	0.186670975383477	-0.832730586138505	0.649988168326738	0.869	0.877867346938776	FALSE	0	0	""	""	Amino Acids and Derivatives	Threonine degradation
Aminodeoxychorismate lyase (EC 4.1.3.38)	-0.0108591739194353	0.217300313409719	-0.873862244916096	0.852143897077226	0.001	0.00225732899022801	TRUE	0	0	""	**	Amino Acids and Derivatives	Tryptophan biosynthesis in Streptococci
Tryptophan synthase alpha chain (EC 4.2.1.20)	-0.049945358969647	0.0644584311135446	-0.30594049827591	0.206049780336616	0.015	0.0254156479217604	TRUE	0	0	""	*	Amino Acids and Derivatives	Tryptophan biosynthesis in Streptococci
Tryptophan synthase beta chain (EC 4.2.1.20)	-0.0174537920333187	0.0296820182307049	-0.135335227566175	0.100427643499537	0.002	0.00421276595744681	TRUE	0	0	""	**	Amino Acids and Derivatives	Tryptophan biosynthesis in Streptococci
Acting phosphoribosylanthranilate isomerase (EC 5.3.1.24)	-0.110772743422749	0.233057782106652	-1.03635622980495	0.814810742959447	0.117	0.152407894736842	FALSE	0	0	""	""	Amino Acids and Derivatives	Tryptophan synthesis
Acetoin dehydrogenase E1 component beta-subunit (EC 1.2.4.-)	-0.0286924734720975	0.128805597437467	-0.540240866596144	0.482855919651949	0	0	TRUE	0	0	""	***	Carbohydrates	Acetoin, butanediol metabolism
Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	-0.235484939886069	0.0779284962234534	-0.544976125166541	0.0740062453944029	0.005	0.00954545454545455	TRUE	0	0	""	**	Carbohydrates	acinetobacter tca
Fumarate hydratase class II (EC 4.2.1.2)	-0.00301622088000464	0.0531351290009341	-0.214041132837444	0.208008691077434	0.143	0.182502762430939	FALSE	0	0	""	""	Carbohydrates	acinetobacter tca
Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	-0.399778232806686	0.0589776639812786	-0.634006634677809	-0.165549830935564	0	0	TRUE	0	0	""	***	Carbohydrates	acinetobacter tca
Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	-0.477460492382797	0.0665814562685052	-0.741887176033314	-0.213033808732281	0	0	TRUE	0	0	""	***	Carbohydrates	acinetobacter tca
NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	-0.0486797449051206	0.0499307425109033	-0.246978511473424	0.149619021663183	0.03	0.0475743707093822	TRUE	0	0	""	*	Carbohydrates	alpha carboxysome
NADP-dependent malic enzyme (EC 1.1.1.40)	-0.360338835417954	0.0924787127389913	-0.72761586251127	0.00693819167536225	0	0	TRUE	0	0	""	***	Carbohydrates	Citrate Metabolism KE3
6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	-0.132045178985162	0.108575337407275	-0.563249571407297	0.299159213436972	0.014	0.0240148514851485	TRUE	0	0	""	*	Carbohydrates	D-Galacturonate and D-Glucuronate Utilization
Purine nucleoside phosphorylase (EC 2.4.2.1)	-0.0424940281003963	0.0629114618126669	-0.292345415304113	0.20735735910332	0	0	TRUE	0	0	""	***	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism
Thymidine phosphorylase (EC 2.4.2.4)	-0.0124248728444529	0.131832585959649	-0.535994879511178	0.511145133822272	0.559	0.59598	FALSE	0	0	""	""	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism
L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	-0.0882585500506714	0.176933205208325	-0.79094460263893	0.614427502537588	0.005	0.00954545454545455	TRUE	0	0	""	**	Carbohydrates	EC 5.1.3.- Racemases and epimerases acting on carbohydrates and derivatives
Glucokinase (EC 2.7.1.2)	-1.09643028709527e-05	0.0687596502260914	-0.273088293896447	0.273066365290705	0	0	TRUE	0	0	""	***	Carbohydrates	Entner-Doudoroff Pathway
Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	-0.351796004911861	0.0926033416393374	-0.719567992744285	0.0159759829205625	0	0	TRUE	0	0	""	***	Carbohydrates	Entner-Doudoroff Pathway
Pyruvate kinase (EC 2.7.1.40)	-0.0190245759247869	0.0457429551678855	-0.200691643803862	0.162642491954288	0.002	0.00421276595744681	TRUE	0	0	""	**	Carbohydrates	Entner-Doudoroff Pathway
5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	-0.127419383420791	0.0959135255200892	-0.508337688485009	0.253498921643427	0	0	TRUE	0	0	""	***	Carbohydrates	Folate-mediated one-carbon metabolism in plants
Dihydrofolate reductase (EC 1.5.1.3)	-0.0348926027909089	0.109672269887932	-0.470453436695471	0.400668231113653	0	0	TRUE	0	0	""	***	Carbohydrates	Folate-mediated one-carbon metabolism in plants
Formyltetrahydrofolate deformylase (EC 3.5.1.10)	-0.252400178982983	0.158367243428457	-0.881351952128108	0.376551594162143	0.105	0.138864503816794	FALSE	0	0	""	""	Carbohydrates	Folate-mediated one-carbon metabolism in plants
Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	-0.197196389593211	0.0849071463346932	-0.534403119241332	0.14001034005491	0.003	0.00611470588235294	TRUE	0	0	""	**	Carbohydrates	Folate-mediated one-carbon metabolism in plants
Sucrose-6-phosphate hydrolase (EC 3.2.1.B3)	-0.105392703438412	0.198042445340203	-0.891913605477014	0.68112819860019	0	0	TRUE	0	0	""	***	Carbohydrates	Fructooligosaccharides(FOS) and Raffinose Utilization
Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	-0.049509059455934	0.104157754053543	-0.463169123750634	0.364151004838766	0.583	0.618712098009188	FALSE	0	0	""	""	Carbohydrates	Fructose utilization
Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	-0.24898407531111	0.0891884164684105	-0.603193768347498	0.105225617725277	0.009	0.0165437665782493	TRUE	0	0	""	*	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization
Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17)	-0.0868514378476437	0.21247748289914	-0.930700751188749	0.756997875493461	0.712	0.740864864864865	FALSE	0	0	""	""	Carbohydrates	Glycerol fermentation to 1,3-propanediol
1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	-0.168194386631171	0.0599813768928253	-0.40640901066402	0.0700202374016771	0.004	0.00796551724137931	TRUE	0	0	""	**	Carbohydrates	Glycogen metabolism
Predicted glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21), Actinobacterial type	-0.229343628677383	0.281872305574372	-1.34879284401714	0.890105586662371	0.223	0.26876347826087	FALSE	0	0	""	""	Carbohydrates	Glycogen metabolism
NAD-dependent malic enzyme (EC 1.1.1.38)	-1.63217929621145	0.262666854685451	-2.67535451618993	-0.589004076232962	0	0	TRUE	0	0	""	***	Carbohydrates	Glycolysis and Gluconeogenesis in plants
Epi-inositol hydrolase (EC 3.7.1.-)	-0.541816586264811	0.225418468630694	-1.43706071930412	0.353427546774497	0.04	0.0602608695652174	FALSE	0	0	""	""	Carbohydrates	Inositol catabolism
Inosose dehydratase (EC 4.2.1.44)	-0.134807075414359	0.293773478806507	-1.30152151962854	1.03190736879982	0.871	0.878606986899563	FALSE	0	0	""	""	Carbohydrates	Inositol catabolism
Methylmalonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.27)	-0.251581210688921	0.222555554656257	-1.13545534838321	0.632292927005369	0.453	0.49751030110935	FALSE	0	0	""	""	Carbohydrates	Inositol catabolism
Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF	-0.180887182172993	0.086627572819557	-0.524926545039926	0.163152180693939	0.061	0.0854	FALSE	0	0	""	""	Carbohydrates	L-rhamnose utilization
Predicted L-lactate dehydrogenase, Fe-S oxidoreductase subunit YkgE	-0.271640136587375	0.0930004760057903	-0.640989334192161	0.0977090610174113	0	0	TRUE	0	0	""	***	Carbohydrates	Lactate utilization
PTS system, sucrose-specific IIB component (EC 2.7.1.69)	-0.219170271011266	0.12948090956002	-0.733400650306893	0.295060108284361	0.02	0.0329216152019002	TRUE	0	0	""	*	Carbohydrates	Sucrose utilization
Xylose isomerase (EC 5.3.1.5)	-1.00641679812916	0.304420782193107	-2.21541675669115	0.202583160432828	0	0	TRUE	0	0	""	***	Carbohydrates	Sugar utilization in Thermotogales
Cell division protein FtsA	-0.24916488014883	0.105537529205753	-0.6683046889269	0.16997492862924	0.04	0.0602608695652174	FALSE	0	0	""	""	Cell Division and Cell Cycle	Bacterial Cytoskeleton
Cell division protein MraZ	-0.291686896103356	0.0904632050046696	-0.65095938175334	0.0675855895466277	0.001	0.00225732899022801	TRUE	0	0	""	**	Cell Division and Cell Cycle	Bacterial Cytoskeleton
Endonuclease III (EC 4.2.99.18)	-0.223553073491305	0.0833365228183072	-0.554522108877729	0.10741596189512	0	0	TRUE	0	0	""	***	Cell Division and Cell Cycle	Control of cell elongation - division cycle in Bacilli
Chromosome partition protein smc	-0.180456737942922	0.0940203711775625	-0.55385642517436	0.192942949288515	0.027	0.0434129930394432	TRUE	0	0	""	*	Cell Division and Cell Cycle	Two cell division clusters relating to chromosome partitioning
Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)	-0.100119610636185	0.0679652032291065	-0.370041812713449	0.16980259144108	0.006	0.0112989130434783	TRUE	0	0	""	*	Cell Division and Cell Cycle	Two cell division clusters relating to chromosome partitioning
UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	-0.057523073192459	0.0660442233771797	-0.319816149082456	0.204770002697538	0.592	0.624438356164384	FALSE	0	0	""	""	Cell Wall and Capsule	CMP-N-acetylneuraminate Biosynthesis
Acyl carrier protein	-0.122626088425714	0.043897237579358	-0.296962932422008	0.0517107555705796	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	mycolic acid synthesis
D-alanine--D-alanine ligase (EC 6.3.2.4)	-0.0629232248027201	0.0639696141343989	-0.31697703900209	0.19113058939665	0.523	0.565427457098284	FALSE	0	0	""	""	Cell Wall and Capsule	Peptidoglycan Biosynthesis
Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	-0.1771944383355	0.106422330791631	-0.599848215749204	0.245459339078205	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	Peptidoglycan Biosynthesis
UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	-0.161748336024989	0.0529523473678557	-0.372047335036453	0.0485506629864757	0.002	0.00421276595744681	TRUE	0	0	""	**	Cell Wall and Capsule	Peptidoglycan Biosynthesis
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	-0.00655369923214533	0.068346347566131	-0.277989607056925	0.264882208592634	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	Teichoic and lipoteichoic acids biosynthesis
Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)	-0.0581941694779733	0.119147115053339	-0.53138412755019	0.414995788594243	0.547	0.585890262751159	FALSE	0	0	""	""	Cell Wall and Capsule	Vibrio Polysaccharide (VPS) Biosynthesis
TsaE protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA	-0.130501240522837	0.0799882534650224	-0.448172703121317	0.187170222075643	0	0	TRUE	0	0	""	***	Cell Wall and Capsule	YjeE
Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	-0.0598095443355948	0.0538385687195792	-0.273628150549273	0.154009061878083	0	0	TRUE	0	0	""	***	Central metabolism	EC 6.4.1.- Ligases that form carbon-carbon bonds
Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	-0.00362653567088067	0.110132775350273	-0.441016256160902	0.43376318481914	0.004	0.00796551724137931	TRUE	0	0	""	**	Cofactors, Vitamins, Prosthetic Groups, Pigments	5-FCL-like protein
Thiamine-monophosphate kinase (EC 2.7.4.16)	-0.211273028315646	0.0700097134110933	-0.489314954373297	0.0667688977420053	0.003	0.00611470588235294	TRUE	0	0	""	**	Cofactors, Vitamins, Prosthetic Groups, Pigments	5-FCL-like protein
Vitamin B12 ABC transporter, permease component BtuC	-0.137605529668789	0.128073948339422	-0.646248195651459	0.37103713631388	0.241	0.286471698113208	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	B12 Biosynthesis (Tavares copy1)
Lipoate synthase	-0.328377929508743	0.0595895200473975	-0.565036303319543	-0.0917195556979444	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	BEY LIP
Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase	-0.0805735851365341	0.0738320914035602	-0.373795995263665	0.212648824990596	0.3	0.348825503355705	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	BEY LIP
Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	-0.274400242253742	0.140032290921594	-0.830535183836521	0.281734699329036	0.032	0.0501719457013575	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin synthesis & utilization
Hydroxymethylpyrimidine ABC transporter, transmembrane component	-0.322134449864611	0.0772672716946872	-0.628999597520058	-0.0152693022091635	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	CLO thiaminPP biosynthesis
Thiamin ABC transporter, transmembrane component	-0.339989098479926	0.1394242802711	-0.893709340100512	0.213731143140661	0.024	0.0388598130841122	TRUE	0	0	""	*	Cofactors, Vitamins, Prosthetic Groups, Pigments	CLO thiaminPP biosynthesis
3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	-0.254535403718644	0.0977209636679705	-0.642631906769706	0.133561099332418	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	CoA Pantothenate HMP
Aspartate 1-decarboxylase (EC 4.1.1.11)	-0.290903673482743	0.103957303467866	-0.703767653002838	0.121960306037352	0.004	0.00796551724137931	TRUE	0	0	""	**	Cofactors, Vitamins, Prosthetic Groups, Pigments	CoA Pantothenate HMP
Pantoate--beta-alanine ligase (EC 6.3.2.1)	-0.239063382157078	0.0766556162569482	-0.543499354663729	0.0653725903495726	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	CoA Pantothenate HMP
Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	-0.162060892518348	0.0596755635011601	-0.399060985876952	0.074939200840257	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	CoA Pantothenate HMP
2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	-0.125324802566437	0.0766488013191164	-0.429733709708178	0.179084104575304	0.155	0.196012773722628	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	coA-FolK
Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8)	-0.208287743993457	0.131593404328086	-0.730907846450078	0.314332358463163	0.017	0.0285254237288136	TRUE	0	0	""	*	Cofactors, Vitamins, Prosthetic Groups, Pigments	Core tetrapyrrole biosynthesis in plants
Dihydroneopterin aldolase (EC 4.1.2.25)	-0.0437054807169925	0.159164211001858	-0.675822391788234	0.588411430354249	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	dephospho-tetrahydromethanopterin biosynthesis MYousef
GTP cyclohydrolase I (EC 3.5.4.16) type 1	-0.109805666645306	0.0649201353966836	-0.36763445362556	0.148023120334949	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	dephospho-tetrahydromethanopterin biosynthesis MYousef
COG0488: ATPase components of ABC transporters with duplicated ATPase domains	-0.277870142263529	0.0690822680284883	-0.552228740852339	-0.00351154367471856	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate Biosynthesis
Dihydropteroate synthase (EC 2.5.1.15)	-0.0386824911759724	0.0951144367939884	-0.416427234206143	0.339062251854198	0.18	0.221563055062167	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate Biosynthesis
GTP cyclohydrolase II (EC 3.5.4.25)	-0.103207093927139	0.0876776910800034	-0.451416976704764	0.245002788850486	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate Biosynthesis
Methionyl-tRNA formyltransferase (EC 2.1.2.9)	-0.0236875276999236	0.0723686040868529	-0.311097732456223	0.263722677056376	0.063	0.0878450704225352	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate Biosynthesis
Riboflavin kinase (EC 2.7.1.26)	-0.114811484284533	0.125840902904647	-0.614585662975827	0.384962694406761	0.117	0.152407894736842	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin HMP
FMN adenylyltransferase (EC 2.7.7.2)	-0.317327340657254	0.0798857209065841	-0.634591597617505	-6.30836970029747e-05	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	riboflavin to FAD
tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	-0.139935098783781	0.0878849796906254	-0.488968223390846	0.209098025823285	0.153	0.194192307692308	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN and FAD metabolism Extended
tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)	-0.499265913978966	0.0850103779784308	-0.836882625666098	-0.161649202291833	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	Test - Riboflavin
Aspartate carbamoyltransferase (EC 2.1.3.2)	-0.0271889439115114	0.0362770983573705	-0.171262584662452	0.116884696839429	0.438	0.483334394904459	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	YgfZ
Dihydroorotate dehydrogenase (EC 1.3.3.1)	-0.0117839604134833	0.0732555127609553	-0.302716502056619	0.279148581229652	0.732	0.759395209580838	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	YgfZ
NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	-0.13003284864581	0.0743441892980057	-0.425289043486007	0.165223346194388	0.001	0.00225732899022801	TRUE	0	0	""	**	Cofactors, Vitamins, Prosthetic Groups, Pigments	YgfZ
tRNA-i(6)A37 methylthiotransferase	-0.210607089890186	0.0641287015260304	-0.465292715914309	0.0440785361339378	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	YgfZ
DNA polymerase III subunits gamma and tau (EC 2.7.7.7)	-0.135034459199369	0.0567578568654007	-0.360446949450471	0.0903780310517328	0.012	0.021	TRUE	0	0	""	*	DNA Metabolism	DNA processing cluster
DNA polymerase I (EC 2.7.7.7)	-0.172278145430688	0.069371926422277	-0.447787115500594	0.103230824639217	0.001	0.00225732899022801	TRUE	0	0	""	**	DNA Metabolism	DNA Repair Base Excision
Uracil-DNA glycosylase, family 1	-0.135998303817235	0.080898683370414	-0.45728551731801	0.18528890968354	0.139	0.178053604436229	FALSE	0	0	""	""	DNA Metabolism	DNA Repair Base Excision
DNA repair protein RadA	-0.0161027183523679	0.0702629601015952	-0.29515040767006	0.262944970965325	0.169	0.210642086330935	FALSE	0	0	""	""	DNA Metabolism	DNA repair, bacterial
Exodeoxyribonuclease III (EC 3.1.11.2)	-0.140768982699061	0.126522516431133	-0.643250173439074	0.361712208040951	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA repair, bacterial
Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	-0.091888789198932	0.177540969375067	-0.796988562844974	0.61321098444711	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA repair, bacterial
Single-stranded DNA-binding protein	-0.0338356380846925	0.0681050525882676	-0.304313248594366	0.236641972424981	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA repair, bacterial
DNA mismatch repair protein MutL	-0.0309123680589174	0.110806465800825	-0.470977634288403	0.409152898170569	0.805	0.82383185840708	FALSE	0	0	""	""	DNA Metabolism	DNA repair, bacterial MutL-MutS system
DNA mismatch repair protein MutS	-0.0454973020554768	0.0923422216491883	-0.412232258003955	0.321237653893002	0.542	0.583239130434783	FALSE	0	0	""	""	DNA Metabolism	DNA repair, bacterial MutL-MutS system
ATP-dependent DNA helicase RecQ	-0.166664253432236	0.0651876827640689	-0.425555598473579	0.0922270916091071	0.005	0.00954545454545455	TRUE	0	0	""	**	DNA Metabolism	DNA repair, bacterial RecFOR pathway
ATP-dependent DNA helicase UvrD/PcrA	-0.11483560843112	0.0480156931744372	-0.305528801714473	0.0758575848522329	0.015	0.0254156479217604	TRUE	0	0	""	*	DNA Metabolism	DNA repair, bacterial UvrD and related helicases
Excinuclease ABC subunit A	-0.00215727308555636	0.0422260272959596	-0.169856944846693	0.16554239867558	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA repair, UvrABC system
Excinuclease ABC subunit A paralog of unknown function	-1.04867210592972	0.142436653112699	-1.61435591526217	-0.482988296597266	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA repair, UvrABC system
DNA gyrase subunit A (EC 5.99.1.3)	-0.0244369362903907	0.0408074180216502	-0.186502634767904	0.137628762187122	0.165	0.206398916967509	FALSE	0	0	""	""	DNA Metabolism	DNA topoisomerases, Type II, ATP-dependent
Topoisomerase IV subunit A (EC 5.99.1.-)	-0.364938638151859	0.0989300878132135	-0.757837149235893	0.0279598729321751	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA topoisomerases, Type II, ATP-dependent
Topoisomerase IV subunit B (EC 5.99.1.-)	-0.430137663377259	0.0855270111219596	-0.769806171412257	-0.0904691553422615	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA topoisomerases, Type II, ATP-dependent
Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)	-0.139327893332594	0.0686707118682205	-0.412052006334957	0.133396219669769	0.005	0.00954545454545455	TRUE	0	0	""	**	DNA Metabolism	DNA-replication
DNA polymerase III delta prime subunit (EC 2.7.7.7)	-0.423642388460897	0.0708898785651972	-0.705179869674715	-0.142104907247079	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA-replication
Holliday junction DNA helicase RuvA	-0.00512227701892076	0.0420137295000537	-0.171978813089373	0.161734259051531	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA-replication
Holliday junction DNA helicase RuvB	-0.0187430505377098	0.0412698833806304	-0.182645419283972	0.145159318208552	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA-replication
Primosomal replication protein N	-0.0178772508250922	0.431576323277574	-1.73187244261176	1.69611794096157	0.004	0.00796551724137931	TRUE	0	0	""	**	DNA Metabolism	DNA-replication
Replicative DNA helicase (DnaB) (EC 3.6.4.12)	-0.363170472045441	0.113484024363232	-0.813869598971545	0.0875286548806622	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA-replication
Putative deoxyribonuclease YcfH	-0.041933916895216	0.0752767985436901	-0.340893947364716	0.257026113574284	0.81	0.826701030927835	FALSE	0	0	""	""	DNA Metabolism	YcfH
Cardiolipin synthetase (EC 2.7.8.-)	-0.0790100184929887	0.148815540256706	-0.670027427710494	0.512007390724517	0	0	TRUE	0	0	""	***	Fatty Acids, Lipids, and Isoprenoids	Cardiolipin biosynthesis in plants
1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	-0.09180317027878	0.0546652067014637	-0.308904749746269	0.125298409188709	0	0	TRUE	0	0	""	***	Fatty Acids, Lipids, and Isoprenoids	CDP-diacylglycerol biosynthesis in plants
Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)	-0.13438461207371	0.0979209583385031	-0.52327538924313	0.254506165095711	0.315	0.364432387312187	FALSE	0	0	""	""	Fatty Acids, Lipids, and Isoprenoids	Fatty Acid Biosynthesis FASII
2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	-0.0290562875254201	0.0723436303170264	-0.316367309543709	0.258254734492869	0	0	TRUE	0	0	""	***	Fatty Acids, Lipids, and Isoprenoids	Isoprenoid Biosynthesis
Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	-0.209267784315919	0.224541900388294	-1.10103064724908	0.68249507861724	0.55	0.588194444444445	FALSE	0	0	""	""	Membrane Transport	ABC transporter dipeptide (TC 3.A.1.5.2)
Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	-0.116885511691942	0.087144133631129	-0.462976383642079	0.229205360258195	0.297	0.345917647058824	FALSE	0	0	""	""	Membrane Transport	ABC transporter oligopeptide (TC 3.A.1.5.1)
Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	-0.0875340165908369	0.149421556050404	-0.680958203243809	0.505890170062135	0.24	0.285773195876289	FALSE	0	0	""	""	Membrane Transport	ABC transporter oligopeptide (TC 3.A.1.5.1)
Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF, TadA subfamily	-0.441676516031247	0.203411861816208	-1.24952192899918	0.366168896936685	0	0	TRUE	0	0	""	***	Membrane Transport	Widespread colonization island
Transcriptional regulator, IclR family	-0.461458277090187	0.234017912734537	-1.39085489962217	0.467938345441793	0.075	0.102514792899408	FALSE	0	0	""	""	Metabolism of Aromatic Compounds	Homogentisate pathway of aromatic compound degradation
Thiol peroxidase, Bcp-type (EC 1.11.1.15)	-0.0695700182271875	0.167043813383339	-0.732980584363843	0.593840547909468	0.08	0.108919449901768	FALSE	0	0	""	""	Miscellaneous	At5g04520 AT1G06240
Cysteinyl-tRNA synthetase (EC 6.1.1.16)	-0.184619321604002	0.0657285397322365	-0.445658667341591	0.0764200241335873	0	0	TRUE	0	0	""	***	Miscellaneous	Conserved gene cluster possibly involved in RNA metabolism
CTP synthase (EC 6.3.4.2)	-0.24678118286772	0.0797505005611389	-0.563508415414387	0.0699460496789476	0.001	0.00225732899022801	TRUE	0	0	""	**	Miscellaneous	EC 6.3.4.- Ligases that form carbon-nitrogen bonds
tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)	-0.101964079383681	0.115002293152168	-0.558692975005884	0.354764816238522	0	0	TRUE	0	0	""	***	Miscellaneous	EC 6.3.4.- Ligases that form carbon-nitrogen bonds
Adenylate cyclase (EC 4.6.1.1)	-0.236949534365449	0.136284249256736	-0.778199216851075	0.304300148120177	0	0	TRUE	0	0	""	***	Miscellaneous	IojapClusters
Inorganic pyrophosphatase (EC 3.6.1.1)	-0.121979868409455	0.0544483074996712	-0.338220037811278	0.0942603009923675	0.035	0.0539	FALSE	0	0	""	""	Miscellaneous	IojapClusters
LSU ribosomal protein L21p	-0.114352424971768	0.0629952647120931	-0.364536633414573	0.135831783471036	0.019	0.0315755395683453	TRUE	0	0	""	*	Miscellaneous	IojapClusters
LSU ribosomal protein L27p	-0.0696276017705122	0.0423243161797752	-0.237717625516175	0.0984624219751505	0.09	0.12181640625	FALSE	0	0	""	""	Miscellaneous	IojapClusters
