Proteins	log fold change (Baka - Nzime)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (Baka)	structural.zero (Nzime)	L2	L3	star
Propanediol dehydratase small subunit (EC 4.2.1.28)	-0.133877595283316	0.136440297052558	-0.686190548304212	0.418435357737581	0.326485539046193	0.998995155490989	FALSE	0	0	Carbohydrates	Glycerol fermentation to 1,3-propanediol	""
UPF0125 protein yfjF	-0.133627253620006	0.225305315634106	-1.04566751516564	0.778413007925624	0.553118178087268	0.998995155490989	FALSE	0	0	Miscellaneous	Competence or DNA damage-inducible protein CinA and related protein families	""
PTS system, tagatose-specific IIC component	-0.132844114381877	0.293349119233218	-1.32032700477288	1.05463877600912	0.650654386143148	0.998995155490989	FALSE	0	0	Carbohydrates	Tagatose utilization	""
Ribose ABC transport system, high affinity permease RbsD (TC 3.A.1.2.1)	-0.130943587274676	0.169906628902038	-0.818728896849031	0.556841722299679	0.44089681607469	0.998995155490989	FALSE	0	0	Carbohydrates	D-ribose utilization	""
(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	-0.130446761766731	0.353065927925983	-1.55966444507877	1.29877092154531	0.711778499691147	0.998995155490989	FALSE	0	0	Carbohydrates	Glycolate, glyoxylate interconversions	""
Type IV fimbrial assembly, ATPase PilB	-0.129805301617151	0.200031482740211	-0.939536600331905	0.679925997097603	0.516387269372951	0.998995155490989	FALSE	0	0	Membrane Transport	Type IV pilus	""
Glucarate dehydratase (EC 4.2.1.40)	-0.12956750896924	0.287384923943004	-1.2929072218365	1.03377220389802	0.652097621861983	0.998995155490989	FALSE	0	0	Carbohydrates	D-galactarate, D-glucarate and D-glycerate catabolism	""
Putative deoxyribonuclease YjjV	-0.128826131974838	0.161240513873914	-0.781530840833715	0.52387857688404	0.424308531860613	0.998995155490989	FALSE	0	0	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	""
YbbL ABC transporter ATP-binding protein	-0.128674112912059	0.180173859417281	-0.858021369563056	0.600673143738939	0.475124303464161	0.998995155490989	FALSE	0	0	Miscellaneous	Broadly distributed proteins not in subsystems	""
ATP-dependent DNA helicase UvrD/PcrA, clostridial paralog 2	-0.126279758941831	0.224392181106888	-1.03462363431616	0.782064116432499	0.573595847583524	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA repair, bacterial UvrD and related helicases	""
Deoxyhypusine synthase (EC 2.5.1.46)	-0.124851751449047	0.170898150494016	-0.816650759544143	0.566947256646048	0.465046526694856	0.998995155490989	FALSE	0	0	Protein Metabolism	Modification of eukaryotic initiation factor 5A	""
Glutathionylspermidine amidohydrolase (EC 3.5.1.78)	-0.123643267577078	0.278837007342972	-1.25238084924463	1.00509431409047	0.65745844047362	0.998995155490989	FALSE	0	0	Stress Response	Glutathionylspermidine and Trypanothione	""
RND efflux system, outer membrane lipoprotein CmeC	-0.122575604770291	0.110602091157933	-0.570295002172317	0.325143792631735	0.267750594255257	0.998995155490989	FALSE	0	0	Virulence	Multidrug efflux pump in Campylobacter jejuni (CmeABC operon)	""
COG3178: Predicted phosphotransferase related to Ser/Thr protein kinases	-0.122279215473366	0.111334454700877	-0.572963234617109	0.328404803670376	0.272071222673925	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	YjeE	""
PilS cassette	-0.120900600539044	0.14709396614191	-0.716339811435067	0.474538610356978	0.411118065088915	0.998995155490989	FALSE	0	0	Membrane Transport	Type IV pilus	""
Nitric-oxide reductase (EC 1.7.99.7), quinol-dependent	-0.120828063463604	0.0897183255618261	-0.484009575096156	0.242353448168948	0.178061091501742	0.998995155490989	FALSE	0	0	Nitrogen Metabolism	Denitrification	""
Glutaredoxin	-0.120312582269274	0.169987465503599	-0.808425119965266	0.567799955426719	0.479086075716397	0.998995155490989	FALSE	0	0	Stress Response	Glutaredoxins	""
Bactriocin immunity protein BlpX	-0.120098699511738	0.137815799308267	-0.677979712183259	0.437782313159783	0.38351197558764	0.998995155490989	FALSE	0	0	Virulence, Disease and Defense	Bacteriocin-like peptides Blp	""
Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	-0.120066772344875	0.138721653501552	-0.681614700255572	0.441481155565823	0.386751834649549	0.998995155490989	FALSE	0	0	Membrane Transport	ABC transporter dipeptide (TC 3.A.1.5.2)	""
Type IV fimbriae expression regulatory protein PilR	-0.12003176700952	0.192922499103176	-0.900985762901225	0.660922228882186	0.533826083365064	0.998995155490989	FALSE	0	0	Membrane Transport	Type IV pilus	""
Exodeoxyribonuclease I (EC 3.1.11.1)	-0.119689757324632	0.232295820954204	-1.0600277191821	0.820648204532837	0.606380332003593	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA Repair Base Excision	""
Trehalose phosphorylase (EC 2.4.1.64)	-0.119442563599661	0.148293287426274	-0.719736650177559	0.480851522978236	0.420561078375829	0.998995155490989	FALSE	0	0	Carbohydrates	Trehalose Biosynthesis	""
Acetolactate synthase, catabolic (EC 2.2.1.6)	-0.119402795988022	0.340094975794341	-1.49611381499281	1.25730822301677	0.725523364520891	0.998995155490989	FALSE	0	0	Carbohydrates	Acetoin, butanediol metabolism	""
Putative formate dehydrogenase-specific chaperone	-0.119310256160409	0.309545612088471	-1.37235686189586	1.13373634957504	0.699913855781783	0.998995155490989	FALSE	0	0	Respiration	Formate hydrogenase	""
Cyclic AMP receptor protein	-0.118776713356104	0.235665873269746	-1.07275671196108	0.835203285248874	0.614258057517719	0.998995155490989	FALSE	0	0	Potassium metabolism	Glutathione-regulated potassium-efflux system and associated functions	""
Anaerobic nitric oxide reductase flavorubredoxin	-0.118701510691031	0.289828945793528	-1.29193467112966	1.05453164974759	0.6821308515849	0.998995155490989	FALSE	0	0	Nitrogen Metabolism	Nitrosative stress	""
Lacto-N-biose phosphorylase (EC 2.4.1.211)	-0.1182281300835	0.185940254654778	-0.870917865831277	0.634461605664278	0.52488113877825	0.998995155490989	FALSE	0	0	Carbohydrates	Lacto-N-Biose I and Galacto-N-Biose Metabolic Pathway	""
1,3-propanediol dehydrogenase (EC 1.1.1.202)	-0.117114222393766	0.282615917189813	-1.26114890397825	1.02692045919071	0.678585888055701	0.998995155490989	FALSE	0	0	Carbohydrates	Glycerol fermentation to 1,3-propanediol	""
Putative lipase in cluster with Phosphatidate cytidylyltransferase	-0.115711625679529	0.111558993750191	-0.567304583223979	0.335881331864921	0.299631642780626	0.998995155490989	FALSE	0	0	Fatty Acids, Lipids, and Isoprenoids	Triacylglycerol metabolism	""
Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, putative copper metallochaperone	-0.115700660212772	0.252475405287807	-1.13772596851257	0.906324648087026	0.64676201332852	0.998995155490989	FALSE	0	0	Respiration	Biogenesis of cytochrome c oxidases	""
Predicted thiazole transporter ThiU	-0.115316569228779	0.334562704310847	-1.46963284660687	1.23899970814931	0.730336087418305	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	CLO thiaminPP biosynthesis	""
Exosporium protein J	-0.115029139093495	0.214986293198477	-0.985297798870216	0.755239520683227	0.592612957990927	0.998995155490989	FALSE	0	0	Dormancy and Sporulation	Exosporium	""
N-acetyl glucosamine transporter, NagP	-0.114374721790807	0.381144231246436	-1.65725391829027	1.42850447470866	0.764114211365908	0.998995155490989	FALSE	0	0	Carbohydrates	Chitin and N-acetylglucosamine utilization	""
Sulfate permease, Trk-type	-0.114149694405031	0.269861156676206	-1.20655285952022	0.978253470710156	0.672299518911738	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Cysteine Biosynthesis	""
3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	-0.113020190090626	0.165318320853474	-0.782231940222377	0.556191560041126	0.494194980807093	0.998995155490989	FALSE	0	0	Fatty Acids, Lipids, and Isoprenoids	Fatty Acid Biosynthesis FASII	""
Carbonic anhydrase (EC 4.2.1.1)	-0.112172182612985	0.114872882066251	-0.577179823952204	0.352835458726233	0.328821864868604	0.998995155490989	FALSE	0	0	Carbohydrates	beta carboxysome	""
3-polyprenyl-4-hydroxybenzoate carboxy-lyase UbiX (EC 4.1.1.-)	-0.111928522316916	0.12018369273435	-0.598434427632376	0.374577382998544	0.351692165973891	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone disambuiguation	""
Alpha-glycerophosphate oxidase (EC 1.1.3.21)	-0.111882286097305	0.186477494681984	-0.866746779833134	0.642982207638525	0.548521284204048	0.998995155490989	FALSE	0	0	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	""
M protein trans-acting positive regulator (Mga)	-0.11137049461616	0.284922178121059	-1.26474096491475	1.04199997568243	0.69588564313181	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	Streptococcal Mga Regulon	""
Cytochrome c-type biogenesis protein ResA	-0.111347550468986	0.150384909567841	-0.720108563802162	0.49741346286419	0.459046978952593	0.998995155490989	FALSE	0	0	Respiration	Biogenesis of c-type cytochromes	""
UDP-galactose:(galactosyl) LPS alpha1,2-galactosyltransferase WaaW (EC 2.4.1.-)	-0.111161624422877	0.26683458186391	-1.1913131563459	0.968989907500145	0.676975567009737	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	LOS core oligosaccharide biosynthesis	""
Membrane protein, suppressor for copper-sensitivity ScsD	-0.111020165697336	0.279363126843416	-1.2418874892462	1.01984715785153	0.691069192470038	0.998995155490989	FALSE	0	0	Virulence	Copper homeostasis: copper tolerance	""
low-specificity D-threonine aldolase	-0.110617921510104	0.286205041479772	-1.26918144741821	1.04794560439801	0.699127248666374	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Threonine degradation	""
Nitric oxide-dependent regulator DnrN or NorA	-0.110470963396368	0.108482121975419	-0.549608684674829	0.328666757882093	0.308519561446636	0.998995155490989	FALSE	0	0	Nitrogen Metabolism	Nitrosative stress	""
Similar to phosphoglycolate phosphatase, clustered with ubiquinone biosynthesis SAM-dependent O-methyltransferase	-0.110182632891098	0.265552899920067	-1.18514589159477	0.964780625812578	0.67820205711363	0.998995155490989	FALSE	0	0	DNA Metabolism	2-phosphoglycolate salvage	""
Beta-phosphoglucomutase (EC 5.4.2.6)	-0.108916976464331	0.0991270637203039	-0.510185241561715	0.292351288633054	0.271872218316599	0.998995155490989	FALSE	0	0	Carbohydrates	Galactose degradation in plants	""
Ferrichrome transport ATP-binding protein FhuC (TC 3.A.1.14.3)	-0.108897955095373	0.270077700630777	-1.2021776943136	0.984381784122856	0.686793946879754	0.998995155490989	FALSE	0	0	Iron acquisition and metabolism	Iron acquisition in Vibrio	""
Adenosine (5')-pentaphospho-(5'')-adenosine pyrophosphohydrolase (EC 3.6.1.-)	-0.108452101942401	0.18615552666814	-0.862013262950684	0.645109059065883	0.560170229884089	0.998995155490989	FALSE	0	0	Stress Response	Nudix KE	""
[NiFe] hydrogenase metallocenter assembly protein HypC	-0.107681162218034	0.182001974281203	-0.844428663084018	0.62906633864795	0.554086110315353	0.998995155490989	FALSE	0	0	Respiration	NiFe hydrogenase maturation	""
Glutathione-regulated potassium-efflux system protein KefB	-0.107406884631795	0.17698826468853	-0.823858792402936	0.609045023139347	0.543944626927576	0.998995155490989	FALSE	0	0	Potassium metabolism	Glutathione-regulated potassium-efflux system and associated functions	""
D-Lactate dehydrogenase (EC 1.1.2.5)	-0.105260364372516	0.194008930764403	-0.890612256575138	0.680091527830106	0.587436765549126	0.998995155490989	FALSE	0	0	Carbohydrates	Lactate utilization	""
Ribonuclease T (EC 3.1.13.-)	-0.104421510762695	0.239566622828267	-1.07419181878654	0.865348797261146	0.662926185658693	0.998995155490989	FALSE	0	0	RNA Metabolism	tRNA processing	""
Uncharacterized protein ImpH/VasB	-0.10344002838189	0.264651213769357	-1.17475324416309	0.967873187399313	0.695905037514665	0.998995155490989	FALSE	0	0	Membrane Transport	T6SS BR	""
Aldehyde dehydrogenase B (EC 1.2.1.22)	-0.103328029506644	0.194499753839603	-0.890666782980683	0.684010723967396	0.5952454230555	0.998995155490989	FALSE	0	0	Carbohydrates	Methylglyoxal Metabolism	""
Putrescine transport system permease protein PotI (TC 3.A.1.11.2)	-0.10321028216547	0.254275960062939	-1.13252427090948	0.926103706578538	0.684817031736547	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Polyamine Metabolism	""
CRISPR-associated protein, Cse3 family	-0.103055664744132	0.278763898193578	-1.2314972991654	1.02538596967714	0.711614982656253	0.998995155490989	FALSE	0	0	DNA Metabolism	CRISPRs	""
Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)	-0.102039004444674	0.242123980736928	-1.08216154658832	0.878083537698973	0.673439020063183	0.998995155490989	FALSE	0	0	Carbohydrates	Lactate utilization temp	""
Pyruvate-utilizing enzyme, similar to phosphoenolpyruvate synthase	-0.102020126765459	0.1957592763765	-0.894457451752297	0.690417198221379	0.602261642030446	0.998995155490989	FALSE	0	0	Carbohydrates	Glycolysis and Gluconeogenesis	""
Potassium efflux system KefA protein	-0.101669260010486	0.0760026820426185	-0.409329582241366	0.205991062220394	0.180992224703782	0.998995155490989	FALSE	0	0	Potassium metabolism	Potassium homeostasis	""
Dethiobiotin synthetase (EC 6.3.3.3)	-0.101627242281493	0.0729631405618806	-0.39698344199636	0.193728957433374	0.163662949788978	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin biosynthesis	""
D-galactonate transporter	-0.0998564001163	0.234640660729918	-1.04968631859408	0.849973518361482	0.670420042290583	0.998995155490989	FALSE	0	0	Carbohydrates	D-galactonate catabolism	""
tRNA-dihydrouridine synthase C (EC 1.-.-.-)	-0.099020469768115	0.262698934915098	-1.16243082310758	0.964389883571351	0.706221778113713	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	Murein hydrolase regulation and cell death	""
Soluble lytic murein transglycosylase precursor (EC 3.2.1.-)	-0.098839851115871	0.117480114813615	-0.574401620883546	0.376721918651804	0.400161629246676	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Murein Hydrolases	""
Glutaredoxin 2	-0.0978447006282019	0.239277235876855	-1.06644356469339	0.870754163436981	0.682600047894253	0.998995155490989	FALSE	0	0	Stress Response	Glutaredoxins	""
YpfJ protein, zinc metalloprotease superfamily	-0.0977032260257706	0.140686457811648	-0.667204719664922	0.47179826761338	0.487384381493148	0.998995155490989	FALSE	0	0	Miscellaneous	Broadly distributed proteins not in subsystems	""
Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid	-0.097150039775328	0.263463084226157	-1.16365368425866	0.969353604708009	0.712319657447336	0.998995155490989	FALSE	0	0	Membrane Transport	Ton and Tol transport systems	""
Adenosylcobinamide amidohydrolase (EC 3.5.1.90)	-0.0969272639889174	0.289775526254623	-1.26994418110413	1.0760896531263	0.73800918937607	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	B12 Biosynthesis (Tavares copy1)	""
DNA polymerase III chi subunit (EC 2.7.7.7)	-0.0964119434190809	0.255345573144312	-1.13005574653849	0.937231859700331	0.705746808868978	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA-replication	""
GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II	-0.0959071044674484	0.0690562850158128	-0.375448277608139	0.183634068673242	0.164885929650652	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	Stringent Response, (p)ppGpp metabolism	""
RNA polymerase sigma-54 factor RpoN	-0.0955926241841611	0.0710399175491747	-0.383163580064092	0.19197833169577	0.178425596385664	0.998995155490989	FALSE	0	0	Motility and Chemotaxis	Flagellar motility	""
Substrate-specific component ThiT of thiamin ECF transporter	-0.0955194337626262	0.249242525766167	-1.1044579834293	0.913419115904052	0.701542630700761	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	CLO thiaminPP biosynthesis	""
Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF	-0.0949098097586665	0.319664629470496	-1.38891839294997	1.19909877343263	0.766539557172565	0.998995155490989	FALSE	0	0	Carbohydrates	Glycolate, glyoxylate interconversions	""
Cystathionine beta-synthase (EC 4.2.1.22)	-0.0945581807430744	0.127007784202987	-0.608688139891223	0.419571778405074	0.456569825321024	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Cysteine Biosynthesis	""
Deoxyadenosine kinase (EC 2.7.1.76)	-0.0924684009542425	0.107815530803803	-0.528907748318207	0.343970946409722	0.391083651571816	0.998995155490989	FALSE	0	0	Nucleosides and Nucleotides	Purine conversions	""
Lipopolysaccharide core biosynthesis protein RfaS	-0.0918345561575769	0.280233934217562	-1.22622692474605	1.04255781243089	0.743133387530041	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	LOS core oligosaccharide biosynthesis	""
Glutaredoxin-related protein	-0.090598732187551	0.231109295134213	-1.02613361464962	0.844936150274521	0.695045781972836	0.998995155490989	FALSE	0	0	Stress Response	Glutaredoxins	""
Thiol:disulfide interchange protein DsbC	-0.0895137346360682	0.256787291907517	-1.12899364310509	0.949966173832958	0.727396397764195	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	YgfZ	""
DNA polymerase III epsilon subunit (EC 2.7.7.7)	-0.0889561566432002	0.116305028781743	-0.559761155498344	0.381848842211943	0.444359562619847	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA-replication	""
Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3)	-0.0867004499871369	0.166108328207648	-0.759110165119831	0.585709265145558	0.601704271789849	0.998995155490989	FALSE	0	0	Carbohydrates	Lactose and Galactose Uptake and Utilization	""
