Proteins	log fold change (HunterGatherer - HMP)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (HMP)	structural.zero (HunterGatherer)	star_up	star_down	L2	L3
2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	-0.050420236029737	0.0474963806325224	-0.239050991797712	0.138210519738238	0.155	0.196012773722628	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	coA-FolK
Holo-[acyl-carrier protein] synthase (EC 2.7.8.7)	-0.264136200773008	0.0815380379383971	-0.587962595865228	0.0596901943192125	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	coA-FolK
Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8)	-0.14064527432188	0.0549170069410765	-0.35874687250381	0.0774563238600497	0.017	0.0285254237288136	TRUE	0	0	""	*	Cofactors, Vitamins, Prosthetic Groups, Pigments	Core tetrapyrrole biosynthesis in plants
Dihydroneopterin aldolase (EC 4.1.2.25)	-0.314332810177219	0.05439353336423	-0.530355445391652	-0.0983101749627855	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	dephospho-tetrahydromethanopterin biosynthesis MYousef
GTP cyclohydrolase I (EC 3.5.4.16) type 1	-0.159441617111276	0.0463812734267249	-0.343643750904467	0.0247605166819151	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	dephospho-tetrahydromethanopterin biosynthesis MYousef
COG0488: ATPase components of ABC transporters with duplicated ATPase domains	-0.0779390417998425	0.0522836629977427	-0.285582376602268	0.129704293002584	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate Biosynthesis
Dihydropteroate synthase (EC 2.5.1.15)	-0.0830160327385254	0.0526770378787774	-0.29222164660562	0.126189581128569	0.18	0.221563055062167	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate Biosynthesis
Folylpolyglutamate synthase (EC 6.3.2.17)	-0.0775174504268428	0.0430465670222844	-0.248475876363625	0.0934409755099394	0.001	0.00225732899022801	TRUE	0	0	""	**	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate Biosynthesis
GTP cyclohydrolase II (EC 3.5.4.25)	-0.308932362656241	0.0823209820840032	-0.635868201961747	0.0180034766492637	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate Biosynthesis
Methionyl-tRNA formyltransferase (EC 2.1.2.9)	-0.0797661181761473	0.0398487597619847	-0.23802452797954	0.0784922916272454	0.063	0.0878450704225352	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate Biosynthesis
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	-0.16802683663315	0.0699369986176784	-0.445779977603292	0.109726304336992	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	Menaquinone and Phylloquinone Biosynthesis
Naphthoate synthase (EC 4.1.3.36)	-0.129075614430787	0.0730216243420131	-0.419079273732934	0.160928044871359	0.049	0.0705966735966736	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	Menaquinone and Phylloquinone Biosynthesis
O-succinylbenzoate synthase (EC 4.2.1.113)	-0.14882705608618	0.0720203990772691	-0.434854372857221	0.137200260684861	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	Menaquinone and Phylloquinone Biosynthesis
O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	-0.243427972116247	0.0766891384169531	-0.54799707709094	0.0611411328584466	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	Menaquinone and Phylloquinone Biosynthesis
NAD kinase (EC 2.7.1.23)	-0.181350192125088	0.0303168244462174	-0.301752745574797	-0.0609476386753784	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP cofactor biosynthesis global
Nicotinamidase (EC 3.5.1.19)	-0.279560696928432	0.0616554368021133	-0.524423810418468	-0.0346975834383968	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP cofactor biosynthesis global
Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	-0.0643874430759688	0.0442410592007739	-0.240089766534768	0.111314880382831	0.02	0.0329216152019002	TRUE	0	0	""	*	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP cofactor biosynthesis global
Riboflavin kinase (EC 2.7.1.26)	-0.148512689216386	0.0806575986957845	-0.46884244061639	0.171817062183619	0.117	0.152407894736842	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin HMP
Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	-0.16375142978855	0.0471341493869129	-0.350943592705614	0.0234407331285139	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin HMP
FMN adenylyltransferase (EC 2.7.7.2)	-0.426218108210104	0.0812886722084847	-0.749054153185756	-0.103382063234453	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	riboflavin to FAD
tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	-0.100186252358958	0.0596816106761536	-0.337210361930463	0.136837857212547	0.153	0.194192307692308	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN and FAD metabolism Extended
tRNA pseudouridine synthase B (EC 4.2.1.70)	-0.111792642609485	0.030902936086119	-0.234522924617175	0.010937639398205	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN and FAD metabolism Extended
tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)	-0.154585695376931	0.0678592102646987	-0.424086948895251	0.114915558141389	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	Test - Riboflavin
Dihydroorotate dehydrogenase (EC 1.3.3.1)	-0.0631744883357932	0.0907708190381491	-0.42366865586653	0.297319679194943	0.732	0.759395209580838	FALSE	0	0	""	""	Cofactors, Vitamins, Prosthetic Groups, Pigments	YgfZ
tRNA-i(6)A37 methylthiotransferase	-0.144551843730616	0.0508636317146747	-0.346555557775163	0.0574518703139316	0	0	TRUE	0	0	""	***	Cofactors, Vitamins, Prosthetic Groups, Pigments	YgfZ
CRISPR-associated helicase Cas3	-0.0224966635584245	0.0909083560342179	-0.383537056026072	0.338543728909223	0.752	0.776655737704918	FALSE	0	0	""	""	DNA Metabolism	CRISPRs
CRISPR-associated protein Cas1	-0.0198575498403581	0.0771241238961206	-0.326154189389071	0.286439089708355	0.744	0.769540298507463	FALSE	0	0	""	""	DNA Metabolism	CRISPRs
CRISPR-associated protein Cas7	-0.234128891489771	0.356558079442624	-1.65019089673625	1.18193311375671	0.031	0.0487142857142857	TRUE	0	0	""	*	DNA Metabolism	CRISPRs
DNA polymerase III subunits gamma and tau (EC 2.7.7.7)	-0.120797745464621	0.0572086344995315	-0.348000488460817	0.106404997531575	0.012	0.021	TRUE	0	0	""	*	DNA Metabolism	DNA processing cluster
Recombination protein RecR	-0.00878770651009475	0.0413667023761931	-0.173074589614345	0.155499176594156	0.966	0.967395953757225	FALSE	0	0	""	""	DNA Metabolism	DNA processing cluster
Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)	-0.0859250682944097	0.126039851376642	-0.586489366151236	0.414639229562417	0.012	0.021	TRUE	0	0	""	*	DNA Metabolism	DNA Repair Base Excision
A/G-specific adenine glycosylase (EC 3.2.2.-)	-0.190982764725125	0.0745284891688851	-0.486970902156925	0.105005372706675	0.011	0.0195964010282776	TRUE	0	0	""	*	DNA Metabolism	DNA repair, bacterial
DNA repair protein RadA	-0.0636424357022971	0.0414851424022566	-0.228399700577369	0.101114829172775	0.169	0.210642086330935	FALSE	0	0	""	""	DNA Metabolism	DNA repair, bacterial
DNA repair protein RecN	-0.107638671684628	0.054951011869939	-0.325875319639735	0.11059797627048	0.064	0.088704	FALSE	0	0	""	""	DNA Metabolism	DNA repair, bacterial
Exodeoxyribonuclease III (EC 3.1.11.2)	-0.249334420233655	0.0545305777094149	-0.465901323833631	-0.0327675166336794	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA repair, bacterial
Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	-0.295191366232677	0.0705536195521867	-0.575393402704953	-0.0149893297604007	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA repair, bacterial
Single-stranded DNA-binding protein	-0.31494683312115	0.0748309073636084	-0.612136017282595	-0.0177576489597048	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA repair, bacterial
SOS-response repressor and protease LexA (EC 3.4.21.88)	-0.165110058730456	0.0751055771703375	-0.463390087552904	0.133169970091991	0.017	0.0285254237288136	TRUE	0	0	""	*	DNA Metabolism	DNA repair, bacterial
ATP-dependent DNA helicase RecQ	-0.162769469772901	0.0575406070733244	-0.391290634018355	0.065751694472554	0.005	0.00954545454545455	TRUE	0	0	""	**	DNA Metabolism	DNA repair, bacterial RecFOR pathway
DNA recombination and repair protein RecF	-0.0930475500647496	0.0552109793165877	-0.312316652604466	0.126221552474967	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA repair, bacterial RecFOR pathway
DNA recombination and repair protein RecO	-0.0910707643409427	0.0374977999795183	-0.239992392801399	0.057850864119513	0.013	0.0225789473684211	TRUE	0	0	""	*	DNA Metabolism	DNA repair, bacterial RecFOR pathway
ATP-dependent DNA helicase UvrD/PcrA	-0.0936208861283063	0.0503832411381502	-0.293716740325285	0.106474968068672	0.015	0.0254156479217604	TRUE	0	0	""	*	DNA Metabolism	DNA repair, bacterial UvrD and related helicases
Excinuclease ABC subunit A paralog of unknown function	-0.77603506329039	0.147265344065028	-1.36089590488463	-0.191174221696155	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA repair, UvrABC system
Excinuclease ABC subunit C	-0.107864016286415	0.0365576149585568	-0.253051722104684	0.0373236895318541	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA repair, UvrABC system
Ribonuclease HII (EC 3.1.26.4)	-0.0584512585833519	0.0562570953460001	-0.281874986267578	0.164972469100874	0.095	0.127340425531915	FALSE	0	0	""	""	DNA Metabolism	DNA replication, archaeal
DNA topoisomerase I (EC 5.99.1.2)	-0.04924737630345	0.0433285890067493	-0.221325845901756	0.122831093294856	0.34	0.388811881188119	FALSE	0	0	""	""	DNA Metabolism	DNA topoisomerases, Type I, ATP-independent
Topoisomerase IV subunit A (EC 5.99.1.-)	-0.17850934366048	0.0556833885489089	-0.399654608327453	0.0426359210064941	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA topoisomerases, Type II, ATP-dependent
Topoisomerase IV subunit B (EC 5.99.1.-)	-0.218222639097853	0.0596306597550105	-0.455044398287406	0.0185991200917008	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA topoisomerases, Type II, ATP-dependent
Chromosomal replication initiator protein DnaA	-0.0438725144101326	0.0377907606526078	-0.193957629276063	0.106212600455798	0.047	0.0685705263157895	FALSE	0	0	""	""	DNA Metabolism	DNA-replication
DNA polymerase III delta prime subunit (EC 2.7.7.7)	-0.12401618229176	0.0774943139168929	-0.431783022779284	0.183750658195763	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA-replication
DNA polymerase III delta subunit (EC 2.7.7.7)	-0.0550254803898298	0.0738018361511461	-0.348127732495384	0.238076771715725	0.687	0.717004518072289	FALSE	0	0	""	""	DNA Metabolism	DNA-replication
Holliday junction DNA helicase RuvA	-0.128607202722055	0.0269415366014392	-0.235604880081921	-0.0216095253621885	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA-replication
Primosomal replication protein N	-0.719647994753489	0.232777644971081	-1.6441189231071	0.20482293360012	0.004	0.00796551724137931	TRUE	0	0	""	**	DNA Metabolism	DNA-replication
Replicative DNA helicase (DnaB) (EC 3.6.4.12)	-0.286890684405932	0.0635188336431758	-0.539154234513334	-0.034627134298531	0	0	TRUE	0	0	""	***	DNA Metabolism	DNA-replication
Putative deoxyribonuclease similar to YcfH, type 3	-1.81444700231206	0	-1.81444700231206	-1.81444700231206	0	0	TRUE	0	1	""	***	DNA Metabolism	YcfH
Putative deoxyribonuclease similar to YcfH, type 4	-0.298709970939469	0.359224716288077	-1.72536246154121	1.12794251966227	0.012	0.021	TRUE	0	0	""	*	DNA Metabolism	YcfH
Putative deoxyribonuclease YcfH	-0.0295914610705283	0.067568797039932	-0.297939345314322	0.238756423173265	0.81	0.826701030927835	FALSE	0	0	""	""	DNA Metabolism	YcfH
Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)	-0.212543943736343	0.087652471794804	-0.560653668717442	0.135565781244757	0	0	TRUE	0	0	""	***	Dormancy and Sporulation	Sporulation Cluster
Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	-0.174393823909976	0.0539668995153072	-0.388722092852985	0.0399344450330327	0	0	TRUE	0	0	""	***	Dormancy and Sporulation	Sporulation Cluster
Biotin carboxyl carrier protein of acetyl-CoA carboxylase	-0.0253998891807274	0.111202684277739	-0.467038727748864	0.416238949387409	0.006	0.0112989130434783	TRUE	0	0	""	*	Fatty Acids, Lipids, and Isoprenoids	Acetyl-CoA carboxylase complexes in plants
Cardiolipin synthetase (EC 2.7.8.-)	-0.302794228370276	0.0615838266656544	-0.547372943891856	-0.0582155128486965	0	0	TRUE	0	0	""	***	Fatty Acids, Lipids, and Isoprenoids	Cardiolipin biosynthesis in plants
CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	-0.180986481661312	0.0467351865919991	-0.366594173245494	0.00462120992286927	0	0	TRUE	0	0	""	***	Fatty Acids, Lipids, and Isoprenoids	Cardiolipin biosynthesis in plants
1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	-0.249165893379507	0.0627195826705042	-0.49825523709443	-7.65496645837027e-05	0	0	TRUE	0	0	""	***	Fatty Acids, Lipids, and Isoprenoids	CDP-diacylglycerol biosynthesis in plants
Phosphatidate cytidylyltransferase (EC 2.7.7.41)	-0.275648878312969	0.0336366294560179	-0.409235959081634	-0.142061797544305	0	0	TRUE	0	0	""	***	Fatty Acids, Lipids, and Isoprenoids	CDP-diacylglycerol biosynthesis in plants
Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)	-0.0365235058741567	0.0733273274270313	-0.3277412577703	0.254694246021986	0.315	0.364432387312187	FALSE	0	0	""	""	Fatty Acids, Lipids, and Isoprenoids	Fatty Acid Biosynthesis FASII
1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	-0.152470646908681	0.055550557508386	-0.373088376230233	0.0681470824128701	0.005	0.00954545454545455	TRUE	0	0	""	**	Fatty Acids, Lipids, and Isoprenoids	Isoprenoid Biosynthesis
2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	-0.162309827975787	0.0505969013694998	-0.36325422874369	0.0386345727921157	0	0	TRUE	0	0	""	***	Fatty Acids, Lipids, and Isoprenoids	Isoprenoid Biosynthesis
4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	-0.121752783481867	0.0402175975171322	-0.281476023733026	0.0379704567692925	0	0	TRUE	0	0	""	***	Fatty Acids, Lipids, and Isoprenoids	Isoprenoid Biosynthesis
Lysophospholipase (EC 3.1.1.5)	-0.117134532598618	0.169688971043721	-0.79105028001348	0.556781214816245	0.382	0.428359223300971	FALSE	0	0	""	""	Fatty Acids, Lipids, and Isoprenoids	Triacylglycerol metabolism
Nonheme iron-containing ferritin	-0.429726577792356	0.258574866420557	-1.45665056286154	0.597197407276832	0.016	0.026978102189781	TRUE	0	0	""	*	Iron acquisition and metabolism	Campylobacter Iron Metabolism
Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	-0.131564671875126	0.134552754080355	-0.665937762094568	0.402808418344315	0.55	0.588194444444445	FALSE	0	0	""	""	Membrane Transport	ABC transporter dipeptide (TC 3.A.1.5.2)
Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	-0.0553016202068477	0.0861540473822708	-0.397460387964824	0.286857147551129	0.297	0.345917647058824	FALSE	0	0	""	""	Membrane Transport	ABC transporter oligopeptide (TC 3.A.1.5.1)
Peptide transport periplasmic protein SapA	-0.251830458839324	0.279791777715466	-1.36301690684406	0.859355989165415	0.064	0.088704	FALSE	0	0	""	""	Membrane Transport	Peptide ABC transport system Sap
ATPase provides energy for both assembly of type IV secretion complex and secretion of T-DNA complex (VirB11)	-0.04913767434644	0.341625171412153	-1.40589398745198	1.3076186387591	0.335	0.383727272727273	FALSE	0	0	""	""	Membrane Transport	pVir Plasmid of Campylobacter
Uncharacterized protein ImpA	-0.161790911422535	0.308666716570629	-1.38765349825024	1.06407167540517	0	0	TRUE	0	0	""	***	Membrane Transport	T6SS BR
Uncharacterized protein ImpH/VasB	-0.270288753256468	0.363273627523564	-1.71302139936093	1.17244389284799	0.09	0.12181640625	FALSE	0	0	""	""	Membrane Transport	T6SS BR
Twin-arginine translocation protein TatC	-0.0963908779848692	0.0595735964646296	-0.332986011662167	0.140204255692429	0.178	0.219882352941176	FALSE	0	0	""	""	Membrane Transport	Twin-arginine translocation system
Transcriptional regulator, IclR family	-0.236634480458057	0.116601665471499	-0.699715245534986	0.226446284618872	0.075	0.102514792899408	FALSE	0	0	""	""	Metabolism of Aromatic Compounds	Homogentisate pathway of aromatic compound degradation
Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	-0.0681457833592969	0.0435046545199987	-0.240923492992036	0.104631926273442	0.011	0.0195964010282776	TRUE	0	0	""	*	Metabolite damage and its repair or mitigation	RidA family in 981 representative prokaryotes
Thiol peroxidase, Bcp-type (EC 1.11.1.15)	-0.141289513510361	0.0724085066807424	-0.428858190477433	0.146279163456711	0.08	0.108919449901768	FALSE	0	0	""	""	Miscellaneous	At5g04520 AT1G06240
tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)	-0.211049921276759	0.0380359672726672	-0.362108868452544	-0.059990974100974	0	0	TRUE	0	0	""	***	Miscellaneous	EC 6.3.4.- Ligases that form carbon-nitrogen bonds
Adenylate cyclase (EC 4.6.1.1)	-0.334291559881754	0.0766532197806416	-0.638718014839259	-0.0298651049242481	0	0	TRUE	0	0	""	***	Miscellaneous	IojapClusters
Inorganic pyrophosphatase (EC 3.6.1.1)	-0.0785885484340465	0.0691210776050527	-0.353101278341094	0.195924181473001	0.035	0.0539	FALSE	0	0	""	""	Miscellaneous	IojapClusters
LSU ribosomal protein L21p	-0.0954792254342793	0.0401751942991041	-0.255034062304863	0.064075611436304	0.019	0.0315755395683453	TRUE	0	0	""	*	Miscellaneous	IojapClusters
Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	-0.0465377569164369	0.0812237195296319	-0.369115843859539	0.276040330026666	0	0	TRUE	0	0	""	***	Miscellaneous	Metabolite repair
Hydrogen peroxide-inducible genes activator	-0.186036468575428	0.07476163640833	-0.48295054477132	0.110877607620464	0.021	0.0343231132075472	TRUE	0	0	""	*	Miscellaneous	Metabolite repair
GTP-binding and nucleic acid-binding protein YchF	-0.0679730314427101	0.0351655644893639	-0.207632241645648	0.0716861787602276	0.002	0.00421276595744681	TRUE	0	0	""	**	Miscellaneous	YebC
ATP synthase delta chain (EC 3.6.3.14)	-0.23042201013315	0.0450759957084546	-0.40944026424529	-0.0514037560210108	0	0	TRUE	0	0	""	***	Mitochondrial electron transport system in plants	F0F1-type ATP synthase in plants (mitochondrial)
ATP synthase epsilon chain (EC 3.6.3.14)	-0.118740934555978	0.0352235932970193	-0.258630604800262	0.0211487356883051	0	0	TRUE	0	0	""	***	Mitochondrial electron transport system in plants	F0F1-type ATP synthase in plants (mitochondrial)
ATP synthase F0 sector subunit a	-0.097778230387731	0.0578988861648279	-0.327722291597252	0.13216583082179	0.002	0.00421276595744681	TRUE	0	0	""	**	Mitochondrial electron transport system in plants	F0F1-type ATP synthase in plants (mitochondrial)
ATP synthase F0 sector subunit c	-0.134475943770684	0.0333736098892743	-0.267018448531748	-0.00193343900962042	0	0	TRUE	0	0	""	***	Mitochondrial electron transport system in plants	F0F1-type ATP synthase in plants (mitochondrial)
Cell division protein FtsX	-0.207343490455516	0.0527678239321709	-0.416909658993024	0.00222267808199231	0	0	TRUE	0	0	""	***	Motility and Chemotaxis	Bacterial motility:Gliding
Nitrate reductase cytochrome c550-type subunit	-0.13974529858882	0.191910332813259	-0.901912660315351	0.62242206313771	0.743	0.769540298507463	FALSE	0	0	""	""	Nitrogen Metabolism	Nitrate and nitrite ammonification
Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	-0.00362111550160726	0.102996773304443	-0.412670372125944	0.405428141122729	1	1	FALSE	0	0	""	""	Nitrogen Metabolism	Nitrate and nitrite ammonification
Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	-0.170309153099606	0.0581721716175539	-0.401338561040849	0.0607202548416359	0.004	0.00796551724137931	TRUE	0	0	""	**	Nucleosides and Nucleotides	De Novo Purine Biosynthesis
Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	-0.0507946596431737	0.0417982612536162	-0.216795468653411	0.115206149367064	0.322	0.370674418604651	FALSE	0	0	""	""	Nucleosides and Nucleotides	De Novo Purine Biosynthesis
Uracil permease	-0.118972590950607	0.072834322024382	-0.408232383514671	0.170287201613457	0	0	TRUE	0	0	""	***	Nucleosides and Nucleotides	De Novo Pyrimidine Synthesis
Uracil phosphoribosyltransferase (EC 2.4.2.9)	-0.0852543833739965	0.0474468210598608	-0.273688314467708	0.103179547719715	0.01	0.018	TRUE	0	0	""	*	Nucleosides and Nucleotides	De Novo Pyrimidine Synthesis
5'-nucleotidase (EC 3.1.3.5)	-0.0361304956365647	0.0612913552618835	-0.279547667874233	0.207286676601103	0.226	0.27190625	FALSE	0	0	""	""	Nucleosides and Nucleotides	Purine conversions
Adenine phosphoribosyltransferase (EC 2.4.2.7)	-0.0738490133228913	0.0616855993127386	-0.318831916512675	0.171133889866893	0.179	0.220724199288256	FALSE	0	0	""	""	Nucleosides and Nucleotides	Purine conversions
Adenylate kinase (EC 2.7.4.3)	-0.0891221258181174	0.0413251039712332	-0.253243801837916	0.0749995502016808	0.036	0.0551946902654867	FALSE	0	0	""	""	Nucleosides and Nucleotides	Purine conversions
Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1)	-0.185836267898818	0.0481397769998881	-0.377022257169184	0.00534972137154857	0	0	TRUE	0	0	""	***	Nucleosides and Nucleotides	Purine conversions
Guanylate kinase (EC 2.7.4.8)	-0.113358405665435	0.0392484773067035	-0.2692328078517	0.0425159965208291	0.005	0.00954545454545455	TRUE	0	0	""	**	Nucleosides and Nucleotides	Purine conversions
Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	-0.100143197791719	0.0486409844064628	-0.29331972045936	0.0930333248759219	0	0	TRUE	0	0	""	***	Nucleosides and Nucleotides	Purine conversions
Nucleoside diphosphate kinase (EC 2.7.4.6)	-0.385649677092937	0.0544159010240905	-0.601761144941101	-0.169538209244773	0	0	TRUE	0	0	""	***	Nucleosides and Nucleotides	Purine conversions
Cytosine/purine/uracil/thiamine/allantoin permease family protein	-0.0348724327886956	0.110728887848904	-0.47462960001133	0.404884734433939	0.573	0.609032208588957	FALSE	0	0	""	""	Nucleosides and Nucleotides	Purine Utilization
Xanthine/uracil/thiamine/ascorbate permease family protein	-0.113544217468748	0.0569074536165791	-0.339550827689823	0.112462392752327	0	0	TRUE	0	0	""	***	Nucleosides and Nucleotides	Purine Utilization
Cytidylate kinase (EC 2.7.4.25)	-0.121510635354134	0.0659611815509251	-0.383473912589199	0.14045264188093	0	0	TRUE	0	0	""	***	Nucleosides and Nucleotides	pyrimidine conversions
Deoxycytidine triphosphate deaminase (EC 3.5.4.13)	-0.0364752222702736	0.0964708663146633	-0.41960699315864	0.346656548618093	0	0	TRUE	0	0	""	***	Nucleosides and Nucleotides	pyrimidine conversions
Thioredoxin reductase (EC 1.8.1.9)	-0.0963720005316251	0.0417867931942947	-0.262327264414672	0.0695832633514217	0.013	0.0225789473684211	TRUE	0	0	""	*	Nucleosides and Nucleotides	pyrimidine conversions
Ribonucleotide reductase transcriptional regulator NrdR	-0.116057315639408	0.0558401096191453	-0.33782499434151	0.105710363062693	0.049	0.0705966735966736	FALSE	0	0	""	""	Nucleosides and Nucleotides	Ribonucleotide reduction
Phosphate starvation-inducible protein PhoH, predicted ATPase	-0.0980253317280244	0.0427849194757137	-0.267944630602972	0.0718939671469228	0.013	0.0225789473684211	TRUE	0	0	""	*	Phages, Prophages, Transposable elements	Phage cyanophage
Mll9366 protein	-0.104053916725383	0.443486972376719	-1.86535197056888	1.65724413711811	0.353	0.401031147540984	FALSE	0	0	""	""	Phages, Prophages, Transposable elements, Plasmids	CBSS-203122.12.peg.188
Phage tail fibers	-0.102241838089989	0.39057320697051	-1.65339412027298	1.448910444093	0	0	TRUE	0	0	""	***	Phages, Prophages, Transposable elements, Plasmids	Phage tail fiber proteins
tmRNA-binding protein SmpB	-0.0186854562934826	0.0259011728752146	-0.121551353645317	0.0841804410583518	0.232	0.278159169550173	FALSE	0	0	""	""	Phages, Prophages, Transposable elements, Plasmids	Staphylococcal pathogenicity islands SaPI
Exopolyphosphatase (EC 3.6.1.11)	-0.319700068239051	0.0945542310222508	-0.695219967255821	0.0558198307777189	0.002	0.00421276595744681	TRUE	0	0	""	**	Phosphorus Metabolism	Phosphate metabolism
Magnesium and cobalt efflux protein CorC	-0.0360344064253191	0.0717660605267774	-0.321051623640115	0.248982810789477	0.021	0.0343231132075472	TRUE	0	0	""	*	Phosphorus Metabolism	Phosphate metabolism
Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly	-0.132785877739966	0.0448118667056829	-0.310755149745479	0.0451833942655461	0	0	TRUE	0	0	""	***	Phosphorus Metabolism	Phosphate metabolism
Probable low-affinity inorganic phosphate transporter	-0.33963855357808	0.0619662901472464	-0.585736213798721	-0.0935408933574396	0	0	TRUE	0	0	""	***	Phosphorus Metabolism	Phosphate metabolism
cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	-0.14950356947347	0.0723899968527404	-0.436998735095074	0.137991596148133	0.054	0.077	FALSE	0	0	""	""	Potassium metabolism	Glutathione-regulated potassium-efflux system and associated functions
Large-conductance mechanosensitive channel	-0.213603439366532	0.0349832475277616	-0.352538582055306	-0.0746682966777577	0	0	TRUE	0	0	""	***	Potassium metabolism	Glutathione-regulated potassium-efflux system and associated functions
Trk system potassium uptake protein TrkA	-0.0746833267614022	0.0513559618539262	-0.278642318345367	0.129275664822562	0.239	0.285072289156626	FALSE	0	0	""	""	Potassium metabolism	Glutathione-regulated potassium-efflux system and associated functions
Potassium uptake protein, integral membrane component, KtrB	-0.430336904187701	0.0619461035075092	-0.676354393644605	-0.184319414730797	0	0	TRUE	0	0	""	***	Potassium metabolism	Hyperosmotic potassium uptake
Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	-0.380669929783964	0.158690348035278	-1.01090490525661	0.249565045688687	0.04	0.0602608695652174	FALSE	0	0	""	""	Potassium metabolism	Potassium homeostasis
